a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
0,0,,1028883,0,0:00,5,0,-3,D,4,Ian Mitchell,,324,Syracuse Crunch,home
0,0,,1028883,0,0:00,7,0,-2,D,1,Simon Lundmark,,324,Syracuse Crunch,home
0,0,,1028883,0,0:00,8,0,0,D,0,Tommy Miller,,324,Syracuse Crunch,home
0,0,,1028883,0,0:00,11,0,0,C,2,Lucas Mercuri,,324,Syracuse Crunch,home
0,0,,1028883,0,0:00,14,0,-1,RW,1,Tristan Allard,,324,Syracuse Crunch,home
0,0,,1028883,0,0:00,18,0,0,C,2,Reece Newkirk,,324,Syracuse Crunch,home
0,0,,1028883,0,0:00,21,0,-1,RW,5,Mitchell Chaffee,,324,Syracuse Crunch,home
1,0,,1028883,0,0:00,22,0,-1,LW,1,Jakob Pelletier,,324,Syracuse Crunch,home
0,0,,1028883,0,0:00,23,0,-1,D,3,Maxim Groshev,,324,Syracuse Crunch,home
0,1,,1028883,0,0:00,25,2,-2,LW,4,Dylan Duke,,324,Syracuse Crunch,home
0,0,,1028883,0,0:00,28,2,-1,D,0,Jarred Tinordi,,324,Syracuse Crunch,home
0,0,,1028883,0,0:00,41,0,0,RW,0,Spencer Kersten,,324,Syracuse Crunch,home
0,0,,1028883,0,0:00,44,0,0,LW,2,Noah Steen,,324,Syracuse Crunch,home
0,0,,1028883,0,0:00,63,0,-2,C,1,Matthew Peca,,324,Syracuse Crunch,home
0,0,,1028883,0,0:00,75,0,-1,D,0,Matteo Pietroniro,,324,Syracuse Crunch,home
1,0,,1028883,0,0:00,80,0,-2,RW,1,Nick Abruzzese,,324,Syracuse Crunch,home
0,0,,1028883,0,0:00,84,0,-2,LW,0,Max Grondin,,324,Syracuse Crunch,home
0,0,,1028883,0,0:00,95,0,-2,C,1,Gabriel Szturc,,324,Syracuse Crunch,home
0,0,3,1028883,1,56:12,31,0,0,G,,Brandon Halverson,17,324,Syracuse Crunch,home
0,0,0,1028883,1,,35,0,0,G,,Harrison Meneghin,0,324,Syracuse Crunch,home
0,0,,1028883,0,0:00,3,2,1,D,0,Henry Thrun,,335,Toronto Marlies,away
0,0,,1028883,0,0:00,11,0,0,F,0,Logan Shaw,,335,Toronto Marlies,away
0,0,,1028883,0,0:00,20,2,1,D,4,Vinny Borgesi,,335,Toronto Marlies,away
0,0,,1028883,0,0:00,29,0,0,C,1,Benoit-Olivier Groulx,,335,Toronto Marlies,away
0,0,,1028883,0,0:00,33,0,2,D,0,Matt Benning,,335,Toronto Marlies,away
0,1,,1028883,0,0:00,39,0,1,F,4,Borya Valis,,335,Toronto Marlies,away
0,0,,1028883,0,0:00,42,0,0,F,0,Landon Sim,,335,Toronto Marlies,away
1,0,,1028883,0,0:00,48,0,1,LW,0,Brandon Baddock,,335,Toronto Marlies,away
1,0,,1028883,0,0:00,56,0,1,F,0,Cédric Paré,,335,Toronto Marlies,away
2,0,,1028883,0,0:00,57,0,2,RW,1,Marc Johnstone,,335,Toronto Marlies,away
0,0,,1028883,0,0:00,58,0,2,D,2,Noah Chadwick,,335,Toronto Marlies,away
0,0,,1028883,0,0:00,59,2,1,D,0,Blake Smith,,335,Toronto Marlies,away
0,0,,1028883,0,0:00,65,0,1,RW,1,Reese Johnson,,335,Toronto Marlies,away
2,0,,1028883,0,0:00,68,0,2,F,1,Matthew Barbolini,,335,Toronto Marlies,away
0,0,,1028883,0,0:00,71,0,0,C,3,Vinni Lettieri,,335,Toronto Marlies,away
1,2,,1028883,0,0:00,92,0,3,RW,3,Alex Nylander,,335,Toronto Marlies,away
0,1,,1028883,0,0:00,97,0,1,D,1,Chas Sharpe,,335,Toronto Marlies,away
1,0,,1028883,0,0:00,98,0,1,C,0,Miroslav Holinka,,335,Toronto Marlies,away
0,0,1,1028883,1,60:00,35,0,0,G,,Dennis Hildeby,27,335,Toronto Marlies,away
0,0,0,1028883,1,,50,0,0,G,,Vyacheslav Peksa,0,335,Toronto Marlies,away
