a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
0,0,,1028726,0,0:00,7,0,0,C,2,Jake Leschyshyn,,323,Rochester Americans,home
1,0,,1028726,0,0:00,8,5,1,LW,1,Jagger Joshua,,323,Rochester Americans,home
0,1,,1028726,0,0:00,12,2,1,LW,3,Riley Fiddler-Schultz,,323,Rochester Americans,home
1,0,,1028726,0,0:00,15,0,0,D,1,Gavin Bayreuther,,323,Rochester Americans,home
0,0,,1028726,0,0:00,16,2,0,LW,2,Trevor Kuntar,,323,Rochester Americans,home
0,0,,1028726,0,0:00,19,0,-1,LW,1,Graham Slaggert,,323,Rochester Americans,home
1,0,,1028726,0,0:00,20,0,1,RW,4,Olivier Nadeau,,323,Rochester Americans,home
0,0,,1028726,0,0:00,23,0,-2,D,2,Ryan Johnson,,323,Rochester Americans,home
1,0,,1028726,0,0:00,24,0,-1,LW,0,Anton Wahlberg,,323,Rochester Americans,home
0,0,,1028726,0,0:00,25,0,0,C,2,Kaleb Lawrence,,323,Rochester Americans,home
0,0,,1028726,0,0:00,36,0,-2,D,1,Noah Laaouan,,323,Rochester Americans,home
0,1,,1028726,0,0:00,39,0,0,D,4,Zac Jones,,323,Rochester Americans,home
0,0,,1028726,0,0:00,45,0,0,RW,0,Brendan Warren,,323,Rochester Americans,home
0,0,,1028726,0,0:00,58,2,0,D,0,Isaac Belliveau,,323,Rochester Americans,home
0,1,,1028726,0,0:00,72,2,-2,RW,2,Carson Meyer,,323,Rochester Americans,home
1,0,,1028726,0,0:00,73,0,1,C,0,Matteo Costantini,,323,Rochester Americans,home
0,0,,1028726,0,0:00,83,0,1,D,5,Vsevolod Komarov,,323,Rochester Americans,home
0,0,,1028726,0,0:00,91,0,-2,C,2,Konsta Helenius,,323,Rochester Americans,home
0,0,0,1028726,1,,27,0,0,G,,Devon Levi,0,323,Rochester Americans,home
0,0,5,1028726,1,57:59,33,0,0,G,,Scott Ratzlaff,16,323,Rochester Americans,home
1,0,,1028726,0,0:00,5,0,1,D,3,Ian Mitchell,,324,Syracuse Crunch,away
0,0,,1028726,0,0:00,7,2,0,D,0,Simon Lundmark,,324,Syracuse Crunch,away
0,0,,1028726,0,0:00,8,0,0,D,1,Tommy Miller,,324,Syracuse Crunch,away
0,0,,1028726,0,0:00,11,2,1,C,0,Lucas Mercuri,,324,Syracuse Crunch,away
1,0,,1028726,0,0:00,14,0,0,RW,0,Tristan Allard,,324,Syracuse Crunch,away
0,0,,1028726,0,0:00,20,5,-1,LW,1,Cooper Flinton,,324,Syracuse Crunch,away
0,1,,1028726,0,0:00,21,0,1,RW,5,Mitchell Chaffee,,324,Syracuse Crunch,away
2,0,,1028726,0,0:00,22,0,-1,LW,1,Jakob Pelletier,,324,Syracuse Crunch,away
1,0,,1028726,0,0:00,23,0,1,D,1,Maxim Groshev,,324,Syracuse Crunch,away
2,0,,1028726,0,0:00,25,0,1,LW,0,Dylan Duke,,324,Syracuse Crunch,away
0,0,,1028726,0,0:00,28,0,0,D,3,Jarred Tinordi,,324,Syracuse Crunch,away
0,0,,1028726,0,0:00,41,0,0,RW,0,Spencer Kersten,,324,Syracuse Crunch,away
2,0,,1028726,0,0:00,63,4,1,C,1,Matthew Peca,,324,Syracuse Crunch,away
0,0,,1028726,0,0:00,75,0,0,D,0,Matteo Pietroniro,,324,Syracuse Crunch,away
1,0,,1028726,0,0:00,79,0,1,RW,0,Ethan Gauthier,,324,Syracuse Crunch,away
0,2,,1028726,0,0:00,80,0,1,LW,2,Nick Abruzzese,,324,Syracuse Crunch,away
0,2,,1028726,0,0:00,94,0,0,C,3,Conor Geekie,,324,Syracuse Crunch,away
0,0,,1028726,0,0:00,95,0,-1,C,0,Gabriel Szturc,,324,Syracuse Crunch,away
0,0,3,1028726,1,60:00,31,0,0,G,,Brandon Halverson,29,324,Syracuse Crunch,away
0,0,0,1028726,1,,59,0,0,G,,Ryan Fanti,0,324,Syracuse Crunch,away
