a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
0,0,,1028563,0,0:00,7,0,-3,D,1,Simon Lundmark,,324,Syracuse Crunch,home
0,0,,1028563,0,0:00,8,0,0,D,1,Tommy Miller,,324,Syracuse Crunch,home
0,1,,1028563,0,0:00,11,4,1,C,4,Lucas Mercuri,,324,Syracuse Crunch,home
0,0,,1028563,0,0:00,13,0,-1,LW,2,Brendan Furry,,324,Syracuse Crunch,home
0,0,,1028563,0,0:00,14,2,0,RW,0,Tristan Allard,,324,Syracuse Crunch,home
0,0,,1028563,0,0:00,16,0,-1,D,0,Steven Santini,,324,Syracuse Crunch,home
0,0,,1028563,0,0:00,20,0,0,RW,0,Cooper Flinton,,324,Syracuse Crunch,home
0,0,,1028563,0,0:00,21,14,-1,RW,4,Mitchell Chaffee,,324,Syracuse Crunch,home
1,0,,1028563,0,0:00,22,0,-1,LW,1,Jakob Pelletier,,324,Syracuse Crunch,home
1,1,,1028563,0,0:00,25,0,0,LW,4,Dylan Duke,,324,Syracuse Crunch,home
0,0,,1028563,0,0:00,28,0,0,D,3,Jarred Tinordi,,324,Syracuse Crunch,home
0,0,,1028563,0,0:00,38,0,0,D,0,Wyatt Newpower,,324,Syracuse Crunch,home
0,0,,1028563,0,0:00,50,0,0,LW,1,Michael Milne,,324,Syracuse Crunch,home
0,1,,1028563,0,0:00,75,2,-1,D,1,Matteo Pietroniro,,324,Syracuse Crunch,home
0,0,,1028563,0,0:00,79,0,-1,RW,4,Ethan Gauthier,,324,Syracuse Crunch,home
0,0,,1028563,0,0:00,81,0,0,C,0,Milo Roelens,,324,Syracuse Crunch,home
3,0,,1028563,0,0:00,94,0,-1,C,5,Conor Geekie,,324,Syracuse Crunch,home
0,0,,1028563,0,0:00,95,0,-1,C,0,Gabriel Szturc,,324,Syracuse Crunch,home
0,0,0,1028563,1,,31,0,0,G,,Brandon Halverson,0,324,Syracuse Crunch,home
0,0,3,1028563,1,58:06,59,0,0,G,,Ryan Fanti,30,324,Syracuse Crunch,home
1,0,,1028563,0,0:00,2,4,2,D,3,Michael Benning,,384,Charlotte Checkers,away
0,0,,1028563,0,0:00,3,0,0,D,0,Ludvig Jansson,,384,Charlotte Checkers,away
1,0,,1028563,0,0:00,6,2,1,F,2,Ben Steeves,,384,Charlotte Checkers,away
0,1,,1028563,0,0:00,7,2,0,LW,3,Robert Mastrosimone,,384,Charlotte Checkers,away
0,0,,1028563,0,0:00,8,0,0,D,0,Mitchell Vande Sompel,,384,Charlotte Checkers,away
1,0,,1028563,0,0:00,11,0,1,D,0,Eamon Powell,,384,Charlotte Checkers,away
0,0,,1028563,0,0:00,13,0,0,F,0,Kai Schwindt,,384,Charlotte Checkers,away
0,0,,1028563,0,0:00,14,0,0,D,3,Mikulas Hovorka,,384,Charlotte Checkers,away
0,2,,1028563,0,0:00,15,0,2,C,4,Nate Smith,,384,Charlotte Checkers,away
0,0,,1028563,0,0:00,17,0,-1,C,3,Noah Gregor,,384,Charlotte Checkers,away
0,1,,1028563,0,0:00,18,0,-1,RW,2,MacKenzie Entwistle,,384,Charlotte Checkers,away
0,0,,1028563,0,0:00,19,2,0,F,2,Hunter St. Martin,,384,Charlotte Checkers,away
1,0,,1028563,0,0:00,21,0,0,D,3,Jake Livingstone,,384,Charlotte Checkers,away
1,0,,1028563,0,0:00,23,2,1,F,2,Jack Studnicka,,384,Charlotte Checkers,away
1,0,,1028563,0,0:00,25,2,3,F,3,Wilmer Skoog,,384,Charlotte Checkers,away
0,0,,1028563,0,0:00,26,0,2,F,1,Brian Pinho,,384,Charlotte Checkers,away
0,0,,1028563,0,0:00,28,0,1,LW,3,Nolan Foote,,384,Charlotte Checkers,away
0,0,,1028563,0,0:00,39,0,-1,F,0,Riese Gaber,,384,Charlotte Checkers,away
0,0,3,1028563,1,60:00,20,0,0,G,,Kirill Gerasimyuk,28,384,Charlotte Checkers,away
0,0,0,1028563,1,,31,0,0,G,,Cooper Black,0,384,Charlotte Checkers,away
