a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
0,1,,1028894,0,0:00,5,0,0,D,1,Hoyt Stanley,,413,Belleville Senators,home
0,0,,1028894,0,0:00,6,0,0,D,1,Riley McCourt,,413,Belleville Senators,home
0,0,,1028894,0,0:00,8,0,0,RW,0,Mark Duarte,,413,Belleville Senators,home
0,0,,1028894,0,0:00,10,0,1,C,0,Philippe Daoust,,413,Belleville Senators,home
1,2,,1028894,0,0:00,13,2,0,RW,3,Xavier Bourgault,,413,Belleville Senators,home
1,0,,1028894,0,0:00,14,0,2,D,1,Scott Harrington,,413,Belleville Senators,home
1,0,,1028894,0,0:00,16,0,2,RW,1,Tyler Boucher,,413,Belleville Senators,home
0,1,,1028894,0,0:00,17,0,0,LW,4,Blake Montgomery,,413,Belleville Senators,home
0,0,,1028894,0,0:00,19,0,1,LW,0,Jamieson Rees,,413,Belleville Senators,home
1,0,,1028894,0,0:00,22,0,2,C,2,Garrett Pilon,,413,Belleville Senators,home
0,0,,1028894,0,0:00,25,0,-1,D,6,Ryan O’Rourke,,413,Belleville Senators,home
2,0,,1028894,0,0:00,26,0,1,D,2,Carter Yakemchuk,,413,Belleville Senators,home
0,1,,1028894,0,0:00,27,0,0,LW,1,Keean Washkurak,,413,Belleville Senators,home
0,0,,1028894,0,0:00,32,0,-1,C,1,Oskar Pettersson,,413,Belleville Senators,home
0,0,,1028894,0,0:00,36,0,0,RW,0,Luke Mistelbacher,,413,Belleville Senators,home
0,1,,1028894,0,0:00,43,0,-1,LW,4,Arthur Kaliyev,,413,Belleville Senators,home
0,0,,1028894,0,0:00,44,2,1,D,1,Djibril Touré,,413,Belleville Senators,home
3,0,,1028894,0,0:00,92,4,2,C,4,Graeme Clarke,,413,Belleville Senators,home
0,0,0,1028894,1,,1,0,0,G,,Kaidan Mbereko,0,413,Belleville Senators,home
0,0,4,1028894,1,60:00,45,0,0,G,,Kevin Reidler,24,413,Belleville Senators,home
0,0,,1028894,0,0:00,5,2,-1,D,1,Ian Mitchell,,324,Syracuse Crunch,away
1,0,,1028894,0,0:00,8,0,1,D,2,Tommy Miller,,324,Syracuse Crunch,away
0,0,,1028894,0,0:00,9,2,-2,C,0,Ethan Czata,,324,Syracuse Crunch,away
0,0,,1028894,0,0:00,11,0,0,C,2,Lucas Mercuri,,324,Syracuse Crunch,away
0,0,,1028894,0,0:00,14,0,1,RW,0,Tristan Allard,,324,Syracuse Crunch,away
1,0,,1028894,0,0:00,18,0,1,LW,0,Reece Newkirk,,324,Syracuse Crunch,away
0,0,,1028894,0,0:00,20,2,-1,LW,0,Cooper Flinton,,324,Syracuse Crunch,away
0,0,,1028894,0,0:00,23,0,-2,D,1,Maxim Groshev,,324,Syracuse Crunch,away
0,0,,1028894,0,0:00,25,4,-3,LW,1,Dylan Duke,,324,Syracuse Crunch,away
0,0,,1028894,0,0:00,28,0,0,D,0,Jarred Tinordi,,324,Syracuse Crunch,away
1,0,,1028894,0,0:00,41,4,1,RW,1,Spencer Kersten,,324,Syracuse Crunch,away
0,2,,1028894,0,0:00,42,0,-1,D,6,Ethan Samson,,324,Syracuse Crunch,away
0,0,,1028894,0,0:00,63,0,-1,C,4,Matthew Peca,,324,Syracuse Crunch,away
1,0,,1028894,0,0:00,75,0,0,D,1,Matteo Pietroniro,,324,Syracuse Crunch,away
1,0,,1028894,0,0:00,79,0,-2,RW,1,Ethan Gauthier,,324,Syracuse Crunch,away
0,0,,1028894,0,0:00,80,0,-2,RW,0,Nick Abruzzese,,324,Syracuse Crunch,away
0,0,,1028894,0,0:00,94,0,-1,C,4,Conor Geekie,,324,Syracuse Crunch,away
1,2,,1028894,0,0:00,95,0,2,LW,4,Gabriel Szturc,,324,Syracuse Crunch,away
0,0,3,1028894,1,45:57,31,0,0,G,,Brandon Halverson,24,324,Syracuse Crunch,away
1,0,2,1028894,1,12:52,35,0,0,G,,Harrison Meneghin,2,324,Syracuse Crunch,away
