a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
0,0,,1028052,0,0:00,2,0,-1,D,1,Calen Addison,,390,Utica Comets,home
0,0,,1028052,0,0:00,7,0,-1,D,2,Austin Strand,,390,Utica Comets,home
0,0,,1028052,0,0:00,9,0,-1,LW,1,Angus Crookshank,,390,Utica Comets,home
0,0,,1028052,0,0:00,11,5,0,RW,0,Nathan Légaré,,390,Utica Comets,home
1,0,,1028052,0,0:00,13,0,0,F,1,Jack Malone,,390,Utica Comets,home
0,1,,1028052,0,0:00,14,0,0,C,2,Jonathan Gruden,,390,Utica Comets,home
1,0,,1028052,0,0:00,18,0,-1,F,0,Shane Lachance,,390,Utica Comets,home
0,0,,1028052,0,0:00,21,0,-2,F,1,Matyas Melovsky,,390,Utica Comets,home
0,0,,1028052,0,0:00,22,0,-1,D,2,Seamus Casey,,390,Utica Comets,home
0,1,,1028052,0,0:00,24,0,1,F,3,Brian Halonen,,390,Utica Comets,home
1,0,,1028052,0,0:00,26,4,-1,C,0,Ryan Schmelzer,,390,Utica Comets,home
0,0,,1028052,0,0:00,29,0,-1,F,0,Lenni Hämeenaho,,390,Utica Comets,home
0,0,,1028052,0,0:00,38,0,0,D,0,Topias Vilen,,390,Utica Comets,home
0,1,,1028052,0,0:00,39,0,1,LW,2,Mike Hardman,,390,Utica Comets,home
0,0,,1028052,0,0:00,44,5,-1,D,1,Dmitry Osipov,,390,Utica Comets,home
1,0,,1028052,0,0:00,67,4,-1,F,0,Xavier Parent,,390,Utica Comets,home
1,0,,1028052,0,0:00,73,0,-1,D,5,Ethan Edwards,,390,Utica Comets,home
0,0,,1028052,0,0:00,74,0,-2,F,1,Thomas Bordeleau,,390,Utica Comets,home
0,0,0,1028052,1,,34,0,0,G,,Tyler Brennan,0,390,Utica Comets,home
0,0,5,1028052,1,60:00,50,0,0,G,,Nico Daws,19,390,Utica Comets,home
0,0,,1028052,0,0:00,4,0,1,D,2,Romain Rodzinski,,324,Syracuse Crunch,away
1,0,,1028052,0,0:00,7,0,-2,D,4,Simon Lundmark,,324,Syracuse Crunch,away
1,0,,1028052,0,0:00,8,0,3,D,0,Tommy Miller,,324,Syracuse Crunch,away
0,1,,1028052,0,0:00,9,0,-1,C,1,Wojciech Stachowiak,,324,Syracuse Crunch,away
0,0,,1028052,0,0:00,11,0,1,LW,0,Lucas Mercuri,,324,Syracuse Crunch,away
0,2,,1028052,0,0:00,13,2,0,LW,4,Brendan Furry,,324,Syracuse Crunch,away
2,0,,1028052,0,0:00,14,0,1,RW,0,Tristan Allard,,324,Syracuse Crunch,away
2,0,,1028052,0,0:00,22,0,2,LW,3,Jakob Pelletier,,324,Syracuse Crunch,away
0,0,,1028052,0,0:00,25,0,0,LW,2,Dylan Duke,,324,Syracuse Crunch,away
0,0,,1028052,0,0:00,49,5,0,RW,1,Scott Sabourin,,324,Syracuse Crunch,away
0,0,,1028052,0,0:00,61,0,0,C,0,Boris Katchouk,,324,Syracuse Crunch,away
2,0,,1028052,0,0:00,75,0,2,D,1,Matteo Pietroniro,,324,Syracuse Crunch,away
0,0,,1028052,0,0:00,76,5,1,D,2,Roman Schmidt,,324,Syracuse Crunch,away
0,0,,1028052,0,0:00,79,0,-1,RW,0,Ethan Gauthier,,324,Syracuse Crunch,away
0,0,,1028052,0,0:00,80,0,2,RW,0,Nick Abruzzese,,324,Syracuse Crunch,away
1,2,,1028052,0,0:00,94,2,3,C,4,Conor Geekie,,324,Syracuse Crunch,away
0,0,,1028052,0,0:00,95,0,-1,C,0,Gabriel Szturc,,324,Syracuse Crunch,away
1,0,,1028052,0,0:00,96,0,0,D,0,Chris Harpur,,324,Syracuse Crunch,away
0,0,3,1028052,1,60:00,31,0,0,G,,Brandon Halverson,19,324,Syracuse Crunch,away
0,0,0,1028052,1,,59,0,0,G,,Ryan Fanti,0,324,Syracuse Crunch,away
