a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
0,0,,1027796,0,0:00,2,6,0,D,0,Cam Allen,,319,Hershey Bears,home
1,0,,1027796,0,0:00,5,0,0,D,2,Ryan Chesley,,319,Hershey Bears,home
0,0,,1027796,0,0:00,7,0,-1,D,2,Louie Belpedio,,319,Hershey Bears,home
0,0,,1027796,0,0:00,10,2,-1,LW,5,Ivan Miroshnichenko,,319,Hershey Bears,home
0,0,,1027796,0,0:00,12,0,-1,C,0,Henrik Rybinski,,319,Hershey Bears,home
0,0,,1027796,0,0:00,13,0,0,LW,1,Eriks Mateiko,,319,Hershey Bears,home
0,0,,1027796,0,0:00,20,0,-1,LW,1,Andrew Cristall,,319,Hershey Bears,home
1,0,,1027796,0,0:00,22,0,0,RW,0,Luke Toporowski,,319,Hershey Bears,home
0,0,,1027796,0,0:00,25,0,0,C,0,Ryan Hofer,,319,Hershey Bears,home
0,0,,1027796,0,0:00,27,0,1,D,1,Aaron Ness,,319,Hershey Bears,home
0,0,,1027796,0,0:00,28,0,-1,RW,1,Ethen Frank,,319,Hershey Bears,home
0,0,,1027796,0,0:00,37,0,0,LW,0,Dalton Smith,,319,Hershey Bears,home
0,0,,1027796,0,0:00,40,0,1,C,2,Ilya Protas,,319,Hershey Bears,home
1,0,,1027796,0,0:00,43,0,0,D,3,Calle Rosén,,319,Hershey Bears,home
0,1,,1027796,0,0:00,44,0,0,RW,1,Bogdan Trineyev,,319,Hershey Bears,home
0,0,,1027796,0,0:00,48,5,-1,D,0,David Gucciardi,,319,Hershey Bears,home
1,0,,1027796,0,0:00,56,0,0,RW,4,Sheldon Rempal,,319,Hershey Bears,home
0,1,,1027796,0,0:00,92,0,0,LW,5,Graeme Clarke,,319,Hershey Bears,home
0,0,3,1027796,1,61:17,1,0,0,G,,Garin Bjorklund,23,319,Hershey Bears,home
0,0,0,1027796,1,,31,0,0,G,,Clay Stevenson,0,319,Hershey Bears,home
0,0,,1027796,0,0:00,7,0,0,D,0,Simon Lundmark,,324,Syracuse Crunch,away
0,0,,1027796,0,0:00,9,0,-1,C,2,Wojciech Stachowiak,,324,Syracuse Crunch,away
1,0,,1027796,0,0:00,11,7,0,C,0,Lucas Mercuri,,324,Syracuse Crunch,away
1,0,,1027796,0,0:00,13,0,0,LW,1,Brendan Furry,,324,Syracuse Crunch,away
0,0,,1027796,0,0:00,14,0,1,LW,1,Tristan Allard,,324,Syracuse Crunch,away
0,0,,1027796,0,0:00,16,0,0,D,6,Steven Santini,,324,Syracuse Crunch,away
0,1,,1027796,0,0:00,17,0,1,C,1,Dominic James,,324,Syracuse Crunch,away
1,0,,1027796,0,0:00,22,0,0,RW,2,Jakob Pelletier,,324,Syracuse Crunch,away
0,0,,1027796,0,0:00,23,0,0,D,2,Maxim Groshev,,324,Syracuse Crunch,away
0,0,,1027796,0,0:00,25,0,0,LW,2,Dylan Duke,,324,Syracuse Crunch,away
0,0,,1027796,0,0:00,45,0,0,D,0,Charle-Édouard D’Astous,,324,Syracuse Crunch,away
0,1,,1027796,0,0:00,49,2,1,RW,1,Scott Sabourin,,324,Syracuse Crunch,away
0,0,,1027796,0,0:00,61,2,-1,LW,1,Boris Katchouk,,324,Syracuse Crunch,away
1,1,,1027796,0,0:00,72,0,2,D,6,Declan Carlile,,324,Syracuse Crunch,away
0,0,,1027796,0,0:00,76,2,0,D,0,Roman Schmidt,,324,Syracuse Crunch,away
1,0,,1027796,0,0:00,79,0,0,RW,1,Ethan Gauthier,,324,Syracuse Crunch,away
0,0,,1027796,0,0:00,80,0,-1,RW,0,Nick Abruzzese,,324,Syracuse Crunch,away
0,0,,1027796,0,0:00,95,0,1,C,0,Gabriel Szturc,,324,Syracuse Crunch,away
0,0,0,1027796,1,,31,0,0,G,,Brandon Halverson,0,324,Syracuse Crunch,away
0,0,2,1027796,1,61:17,59,0,0,G,,Ryan Fanti,26,324,Syracuse Crunch,away
