game_id,event,period,time,shooter_id,shooter_first,shooter_last,shooter_team_id,goalie_id,goalie_first,goalie_last,is_goal,shot_quality,shot_type,x,y
1028660,shot,1,2:28,6362,Colton,White,390,9096,Ryan,Fanti,False,Non quality on net,Default,206,206
1028660,shot,1,4:00,8648,Angus,Crookshank,390,9096,Ryan,Fanti,False,Quality on net,Default,111,106
1028660,shot,1,4:48,9563,Nick,Abruzzese,324,8860,Nico,Daws,True,Non quality goal,Default,542,92
1028660,goal,1,4:48,9563,Nick,Abruzzese,,,,,,,,542,92
1028660,shot,1,7:31,9516,Xavier,Parent,390,9096,Ryan,Fanti,False,Non quality on net,Default,150,246
1028660,shot,1,8:45,6262,Kyle,Criscuolo,390,9096,Ryan,Fanti,False,Non quality on net,Default,83,238
1028660,shot,1,9:04,9516,Xavier,Parent,390,9096,Ryan,Fanti,False,Non quality on net,Default,62,232
1028660,shot,1,9:40,8884,Matteo,Pietroniro,324,8860,Nico,Daws,False,Non quality on net,Default,441,44
1028660,shot,1,10:00,9036,Marc,McLaughlin,390,9096,Ryan,Fanti,False,Quality on net,Default,113,208
1028660,shot,1,10:31,8648,Angus,Crookshank,390,9096,Ryan,Fanti,False,Quality on net,Default,89,99
1028660,shot,1,11:52,9563,Nick,Abruzzese,324,8860,Nico,Daws,False,Quality on net,Default,523,183
1028660,shot,1,12:05,9896,Maxim,Groshev,324,8860,Nico,Daws,False,Non quality on net,Default,398,58
1028660,shot,1,12:49,9516,Xavier,Parent,390,9096,Ryan,Fanti,False,Non quality on net,Default,155,153
1028660,shot,1,14:34,4666,Jarred,Tinordi,324,8860,Nico,Daws,False,Quality on net,Default,457,81
1028660,shot,1,15:29,6879,Dmitry,Osipov,390,9096,Ryan,Fanti,False,Non quality on net,Default,189,45
1028660,shot,1,17:50,10148,Dylan,Duke,324,8860,Nico,Daws,False,Non quality on net,Default,562,165
1028660,shot,1,17:56,9079,Tommy,Miller,324,8860,Nico,Daws,False,Non quality on net,Default,448,254
1028660,shot,1,17:56,10148,Dylan,Duke,324,8860,Nico,Daws,False,Non quality on net,Default,546,76
1028660,shot,1,18:24,6262,Kyle,Criscuolo,390,9096,Ryan,Fanti,False,Non quality on net,Default,197,24
1028660,shot,1,18:44,8648,Angus,Crookshank,390,9096,Ryan,Fanti,False,Non quality on net,Default,127,67
1028660,shot,2,1:33,6262,Kyle,Criscuolo,390,9096,Ryan,Fanti,False,Non quality on net,Default,88,65
1028660,shot,2,1:47,9758,Topias,Vilen,390,9096,Ryan,Fanti,False,Non quality on net,Default,192,51
1028660,shot,2,2:01,9347,Michael,Milne,324,8860,Nico,Daws,False,Non quality on net,Default,453,194
1028660,shot,2,2:48,10526,Cooper,Flinton,324,8860,Nico,Daws,False,Quality on net,Default,549,146
1028660,shot,2,2:55,10607,Ethan,Gauthier,324,8860,Nico,Daws,False,Quality on net,Default,515,113
1028660,shot,2,3:23,8648,Angus,Crookshank,390,9096,Ryan,Fanti,False,Quality on net,Default,80,133
1028660,shot,2,4:09,6522,Steven,Santini,324,8860,Nico,Daws,False,Non quality on net,Default,455,201
1028660,shot,2,5:09,9758,Topias,Vilen,390,9096,Ryan,Fanti,False,Non quality on net,Default,191,131
1028660,shot,2,5:32,7608,Jonathan,Gruden,390,9096,Ryan,Fanti,False,Quality on net,Default,69,111
1028660,shot,2,6:32,9516,Xavier,Parent,390,9096,Ryan,Fanti,False,Non quality on net,Default,177,200
1028660,shot,2,9:00,9036,Marc,McLaughlin,390,9096,Ryan,Fanti,False,Quality on net,Default,60,138
1028660,shot,2,9:57,9896,Maxim,Groshev,324,8860,Nico,Daws,False,Non quality on net,Default,448,81
