game_id,event,period,time,shooter_id,shooter_first,shooter_last,shooter_team_id,goalie_id,goalie_first,goalie_last,is_goal,shot_quality,shot_type,x,y
1028158,shot,1,0:22,9857,Gavin,Hain,307,9096,Ryan,Fanti,False,Quality on net,Default,524,184
1028158,shot,1,0:23,5944,Daniel,Walcott,307,9096,Ryan,Fanti,False,Quality on net,Default,541,142
1028158,shot,1,1:57,8622,Connor,Mackey,307,9096,Ryan,Fanti,True,Non quality goal,Default,411,81
1028158,goal,1,1:57,8622,Connor,Mackey,,,,,,,,411,81
1028158,shot,1,3:29,7569,Casey,Fitzgerald,307,9096,Ryan,Fanti,False,Quality on net,Default,483,113
1028158,shot,1,5:48,7669,Trey,Fix-Wolansky,307,9096,Ryan,Fanti,False,Quality on net,Default,472,189
1028158,shot,1,5:55,9970,Brennan,Othmann,307,9096,Ryan,Fanti,False,Quality on net,Default,473,218
1028158,shot,1,6:17,9896,Maxim,Groshev,324,5490,Spencer,Martin,False,Non quality on net,Default,202,172
1028158,shot,1,8:13,9202,Conor,Geekie,324,5490,Spencer,Martin,False,Quality on net,Default,99,170
1028158,shot,1,9:23,6522,Steven,Santini,324,5490,Spencer,Martin,False,Non quality on net,Default,167,63
1028158,shot,1,9:58,4957,Derrick,Pouliot,307,9096,Ryan,Fanti,False,Non quality on net,Default,409,136
1028158,shot,1,10:07,8482,Jack,Finley,324,5490,Spencer,Martin,True,Quality goal,Default,91,135
1028158,goal,1,10:07,8482,Jack,Finley,,,,,,,,91,135
1028158,shot,1,10:41,9970,Brennan,Othmann,307,9096,Ryan,Fanti,False,Quality on net,Default,494,87
1028158,shot,1,11:40,8622,Connor,Mackey,307,9096,Ryan,Fanti,False,Non quality on net,Default,392,132
1028158,shot,1,12:21,6522,Steven,Santini,324,5490,Spencer,Martin,False,Non quality on net,Default,191,69
1028158,shot,1,14:35,9119,Brendan,Brisson,307,9096,Ryan,Fanti,False,Non quality on net,Default,437,76
1028158,shot,1,15:53,9970,Brennan,Othmann,307,9096,Ryan,Fanti,True,Quality goal,Default,508,115
1028158,goal,1,15:53,9970,Brennan,Othmann,,,,,,,,508,115
1028158,shot,1,16:10,8884,Matteo,Pietroniro,324,5490,Spencer,Martin,False,Non quality on net,Default,170,199
1028158,shot,1,16:38,9754,Tristan,Allard,324,5490,Spencer,Martin,False,Non quality on net,Default,213,63
1028158,shot,1,17:02,8744,Jakob,Pelletier,324,5490,Spencer,Martin,False,Quality on net,Default,71,179
1028158,shot,1,18:06,9693,Brendan,Furry,324,5490,Spencer,Martin,False,Quality on net,Default,79,123
1028158,shot,2,1:48,10737,Gabe,Perreault,307,9096,Ryan,Fanti,False,Non quality on net,Default,447,210
