a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
0,0,,1028639,0,0:00,7,2,1,D,0,Simon Lundmark,,324,Syracuse Crunch,home
0,0,,1028639,0,0:00,8,0,0,D,0,Tommy Miller,,324,Syracuse Crunch,home
0,1,,1028639,0,0:00,11,0,1,C,1,Lucas Mercuri,,324,Syracuse Crunch,home
0,1,,1028639,0,0:00,13,0,-1,C,3,Brendan Furry,,324,Syracuse Crunch,home
0,1,,1028639,0,0:00,14,2,1,RW,2,Tristan Allard,,324,Syracuse Crunch,home
0,0,,1028639,0,0:00,16,0,0,D,1,Steven Santini,,324,Syracuse Crunch,home
0,0,,1028639,0,0:00,18,0,0,C,1,Reece Newkirk,,324,Syracuse Crunch,home
0,0,,1028639,0,0:00,20,0,0,LW,2,Cooper Flinton,,324,Syracuse Crunch,home
2,0,,1028639,0,0:00,21,0,-1,RW,2,Mitchell Chaffee,,324,Syracuse Crunch,home
2,0,,1028639,0,0:00,22,0,-1,LW,4,Jakob Pelletier,,324,Syracuse Crunch,home
0,0,,1028639,0,0:00,23,0,1,D,1,Maxim Groshev,,324,Syracuse Crunch,home
1,0,,1028639,0,0:00,25,0,1,LW,1,Dylan Duke,,324,Syracuse Crunch,home
0,0,,1028639,0,0:00,28,5,-1,D,2,Jarred Tinordi,,324,Syracuse Crunch,home
0,0,,1028639,0,0:00,41,0,0,RW,0,Spencer Kersten,,324,Syracuse Crunch,home
0,0,,1028639,0,0:00,50,0,0,LW,1,Michael Milne,,324,Syracuse Crunch,home
0,0,,1028639,0,0:00,75,2,-1,D,1,Matteo Pietroniro,,324,Syracuse Crunch,home
0,0,,1028639,0,0:00,79,0,0,RW,1,Ethan Gauthier,,324,Syracuse Crunch,home
0,0,,1028639,0,0:00,81,0,0,C,0,Milo Roelens,,324,Syracuse Crunch,home
0,0,2,1028639,1,63:21,31,0,0,G,,Brandon Halverson,24,324,Syracuse Crunch,home
0,0,0,1028639,1,,59,0,0,G,,Ryan Fanti,0,324,Syracuse Crunch,home
0,1,,1028639,0,0:00,2,0,2,LW,3,Rutger McGroarty,,316,Wilkes-Barre/Scranton Penguins,away
1,0,,1028639,0,0:00,8,0,1,LW,1,Aidan McDonough,,316,Wilkes-Barre/Scranton Penguins,away
0,0,,1028639,0,0:00,10,0,0,C,4,Aaron Huglen,,316,Wilkes-Barre/Scranton Penguins,away
0,0,,1028639,0,0:00,14,5,0,LW,0,Bokondji Imama,,316,Wilkes-Barre/Scranton Penguins,away
0,0,,1028639,0,0:00,15,0,-2,C,0,Joona Koppanen,,316,Wilkes-Barre/Scranton Penguins,away
0,0,,1028639,0,0:00,22,2,-2,LW,0,Tanner Howe,,316,Wilkes-Barre/Scranton Penguins,away
0,0,,1028639,0,0:00,23,0,0,C,0,Nolan Renwick,,316,Wilkes-Barre/Scranton Penguins,away
0,0,,1028639,0,0:00,38,0,-2,D,2,Owen Pickering,,316,Wilkes-Barre/Scranton Penguins,away
0,1,,1028639,0,0:00,43,0,1,RW,3,Melvin Fernström,,316,Wilkes-Barre/Scranton Penguins,away
0,0,,1028639,0,0:00,44,0,2,D,2,Chase Pietila,,316,Wilkes-Barre/Scranton Penguins,away
0,0,,1028639,0,0:00,49,0,-1,RW,1,Rafaël Harvey-Pinard,,316,Wilkes-Barre/Scranton Penguins,away
0,0,,1028639,0,0:00,50,2,0,D,2,Finn Harding,,316,Wilkes-Barre/Scranton Penguins,away
0,0,,1028639,0,0:00,52,0,0,D,0,Phil Kemp,,316,Wilkes-Barre/Scranton Penguins,away
0,0,,1028639,0,0:00,56,0,-1,D,0,Alex Alexeyev,,316,Wilkes-Barre/Scranton Penguins,away
0,0,,1028639,0,0:00,62,0,0,RW,0,Zach Gallant,,316,Wilkes-Barre/Scranton Penguins,away
0,0,,1028639,0,0:00,63,0,0,D,1,Scooter Brickey,,316,Wilkes-Barre/Scranton Penguins,away
0,0,,1028639,0,0:00,64,0,1,C,1,Gabe Klassen,,316,Wilkes-Barre/Scranton Penguins,away
0,0,,1028639,0,0:00,84,0,2,RW,6,Atley Calvert,,316,Wilkes-Barre/Scranton Penguins,away
0,0,3,1028639,1,61:50,1,0,0,G,,Sergei Murashov,20,316,Wilkes-Barre/Scranton Penguins,away
0,0,0,1028639,1,,30,0,0,G,,Joel Blomqvist,0,316,Wilkes-Barre/Scranton Penguins,away
