a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
1,0,,1028605,0,0:00,7,0,1,D,0,Simon Lundmark,,324,Syracuse Crunch,home
0,0,,1028605,0,0:00,8,0,-1,D,0,Tommy Miller,,324,Syracuse Crunch,home
1,0,,1028605,0,0:00,11,2,2,C,0,Lucas Mercuri,,324,Syracuse Crunch,home
1,1,,1028605,0,0:00,13,0,2,C,3,Brendan Furry,,324,Syracuse Crunch,home
2,0,,1028605,0,0:00,14,2,3,RW,1,Tristan Allard,,324,Syracuse Crunch,home
0,0,,1028605,0,0:00,16,0,0,D,0,Steven Santini,,324,Syracuse Crunch,home
0,0,,1028605,0,0:00,20,0,1,LW,0,Cooper Flinton,,324,Syracuse Crunch,home
1,1,,1028605,0,0:00,21,0,0,RW,3,Mitchell Chaffee,,324,Syracuse Crunch,home
2,0,,1028605,0,0:00,22,2,1,LW,0,Jakob Pelletier,,324,Syracuse Crunch,home
0,2,,1028605,0,0:00,25,2,1,LW,3,Dylan Duke,,324,Syracuse Crunch,home
0,0,,1028605,0,0:00,28,0,3,D,1,Jarred Tinordi,,324,Syracuse Crunch,home
0,0,,1028605,0,0:00,38,0,2,D,0,Wyatt Newpower,,324,Syracuse Crunch,home
0,1,,1028605,0,0:00,42,0,0,D,2,Ethan Samson,,324,Syracuse Crunch,home
0,0,,1028605,0,0:00,50,0,0,LW,1,Michael Milne,,324,Syracuse Crunch,home
2,0,,1028605,0,0:00,75,2,3,D,1,Matteo Pietroniro,,324,Syracuse Crunch,home
0,1,,1028605,0,0:00,79,0,1,RW,3,Ethan Gauthier,,324,Syracuse Crunch,home
0,0,,1028605,0,0:00,81,0,0,C,0,Milo Roelens,,324,Syracuse Crunch,home
1,0,,1028605,0,0:00,94,0,0,C,1,Conor Geekie,,324,Syracuse Crunch,home
0,0,4,1028605,1,59:35,31,0,0,G,,Brandon Halverson,31,324,Syracuse Crunch,home
0,0,0,1028605,1,,59,0,0,G,,Ryan Fanti,0,324,Syracuse Crunch,home
0,0,,1028605,0,0:00,2,2,0,D,0,Marc Del Gaizo,,415,Laval Rocket,away
1,0,,1028605,0,0:00,4,0,0,D,0,Tobie Bisson,,415,Laval Rocket,away
0,0,,1028605,0,0:00,5,0,-3,D,2,Nate Clurman,,415,Laval Rocket,away
0,0,,1028605,0,0:00,6,0,-1,RW,1,Tyler Thorpe,,415,Laval Rocket,away
2,1,,1028605,0,0:00,10,2,-2,LW,6,Joshua Roy,,415,Laval Rocket,away
1,0,,1028605,0,0:00,15,0,-2,F,2,Sean Farrell,,415,Laval Rocket,away
0,0,,1028605,0,0:00,17,0,-1,LW,2,Luke Tuch,,415,Laval Rocket,away
0,0,,1028605,0,0:00,18,0,-1,LW,3,Vincent Arseneau,,415,Laval Rocket,away
2,1,,1028605,0,0:00,19,2,-2,LW,3,Samuel Blais,,415,Laval Rocket,away
1,1,,1028605,0,0:00,22,0,-2,F,3,Alex Belzile,,415,Laval Rocket,away
0,0,,1028605,0,0:00,26,0,-1,F,0,Will Dineen,,415,Laval Rocket,away
0,0,,1028605,0,0:00,42,0,-2,LW,0,Lucas Condotta,,415,Laval Rocket,away
0,0,,1028605,0,0:00,44,2,-1,D,3,Josiah Didier,,415,Laval Rocket,away
0,0,,1028605,0,0:00,48,0,0,RW,3,Filip Mešár,,415,Laval Rocket,away
0,0,,1028605,0,0:00,49,0,0,F,2,Jared Davidson,,415,Laval Rocket,away
0,1,,1028605,0,0:00,62,0,1,F,1,Owen Beck,,415,Laval Rocket,away
1,0,,1028605,0,0:00,64,0,0,D,2,David Reinbacher,,415,Laval Rocket,away
0,0,,1028605,0,0:00,84,0,-3,D,2,William Trudeau,,415,Laval Rocket,away
0,0,6,1028605,1,57:13,29,0,0,G,,Hunter Jones,13,415,Laval Rocket,away
0,0,0,1028605,1,,34,0,0,G,,Kaapo Kähkönen,0,415,Laval Rocket,away
