a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
0,0,,1028531,0,0:00,5,2,0,LW,0,Wyatt Bongiovanni,,413,Belleville Senators,home
0,0,,1028531,0,0:00,8,0,0,RW,1,Mark Duarte,,413,Belleville Senators,home
0,0,,1028531,0,0:00,10,0,-1,C,2,Philippe Daoust,,413,Belleville Senators,home
0,0,,1028531,0,0:00,11,2,-2,D,0,Jorian Donovan,,413,Belleville Senators,home
0,0,,1028531,0,0:00,13,0,-1,RW,7,Xavier Bourgault,,413,Belleville Senators,home
0,1,,1028531,0,0:00,14,2,1,D,2,Scott Harrington,,413,Belleville Senators,home
0,0,,1028531,0,0:00,15,0,-1,LW,1,Olle Lycksell,,413,Belleville Senators,home
0,0,,1028531,0,0:00,16,0,0,RW,0,Tyler Boucher,,413,Belleville Senators,home
0,0,,1028531,0,0:00,19,0,-1,LW,0,Jamieson Rees,,413,Belleville Senators,home
1,0,,1028531,0,0:00,22,0,0,C,0,Garrett Pilon,,413,Belleville Senators,home
0,0,,1028531,0,0:00,26,0,0,D,2,Carter Yakemchuk,,413,Belleville Senators,home
0,0,,1028531,0,0:00,32,0,0,C,0,Oskar Pettersson,,413,Belleville Senators,home
0,0,,1028531,0,0:00,33,0,-1,D,0,Lassi Thomson,,413,Belleville Senators,home
0,0,,1028531,0,0:00,34,2,0,C,2,Stephen Halliday,,413,Belleville Senators,home
1,0,,1028531,0,0:00,42,0,1,LW,0,Hayden Hodgson,,413,Belleville Senators,home
0,0,,1028531,0,0:00,43,0,0,RW,3,Arthur Kaliyev,,413,Belleville Senators,home
0,0,,1028531,0,0:00,44,0,0,D,0,Djibril Touré,,413,Belleville Senators,home
0,0,,1028531,0,0:00,48,0,0,D,2,Dennis Gilbert,,413,Belleville Senators,home
0,0,0,1028531,1,,31,0,0,G,,Jackson Parsons,0,413,Belleville Senators,home
0,0,2,1028531,1,58:31,35,0,0,G,,Leevi Meriläinen,21,413,Belleville Senators,home
0,0,,1028531,0,0:00,7,0,1,D,0,Simon Lundmark,,324,Syracuse Crunch,away
0,0,,1028531,0,0:00,11,0,-1,C,1,Lucas Mercuri,,324,Syracuse Crunch,away
0,0,,1028531,0,0:00,13,0,0,LW,1,Brendan Furry,,324,Syracuse Crunch,away
1,0,,1028531,0,0:00,14,0,0,RW,1,Tristan Allard,,324,Syracuse Crunch,away
0,0,,1028531,0,0:00,16,0,0,D,1,Steven Santini,,324,Syracuse Crunch,away
0,0,,1028531,0,0:00,20,0,1,RW,0,Cooper Flinton,,324,Syracuse Crunch,away
0,1,,1028531,0,0:00,21,0,1,RW,4,Mitchell Chaffee,,324,Syracuse Crunch,away
0,0,,1028531,0,0:00,22,0,1,LW,4,Jakob Pelletier,,324,Syracuse Crunch,away
0,0,,1028531,0,0:00,23,0,0,D,0,Maxim Groshev,,324,Syracuse Crunch,away
0,1,,1028531,0,0:00,25,0,0,LW,4,Dylan Duke,,324,Syracuse Crunch,away
0,0,,1028531,0,0:00,28,0,0,D,1,Jarred Tinordi,,324,Syracuse Crunch,away
0,0,,1028531,0,0:00,38,0,0,D,0,Wyatt Newpower,,324,Syracuse Crunch,away
0,0,,1028531,0,0:00,50,0,0,LW,1,Michael Milne,,324,Syracuse Crunch,away
0,0,,1028531,0,0:00,75,0,1,D,0,Matteo Pietroniro,,324,Syracuse Crunch,away
0,0,,1028531,0,0:00,79,2,0,RW,0,Ethan Gauthier,,324,Syracuse Crunch,away
0,0,,1028531,0,0:00,81,0,0,C,0,Milo Roelens,,324,Syracuse Crunch,away
1,0,,1028531,0,0:00,94,2,1,C,2,Conor Geekie,,324,Syracuse Crunch,away
0,0,,1028531,0,0:00,95,0,0,C,3,Gabriel Szturc,,324,Syracuse Crunch,away
0,0,1,1028531,1,60:00,31,0,0,G,,Brandon Halverson,21,324,Syracuse Crunch,away
0,0,0,1028531,1,,59,0,0,G,,Ryan Fanti,0,324,Syracuse Crunch,away
