a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
0,0,,1027827,0,0:00,2,0,1,D,0,Matthew Andonovski,,413,Belleville Senators,home
0,1,,1027827,0,0:00,4,0,2,D,2,Cameron Crotty,,413,Belleville Senators,home
0,1,,1027827,0,0:00,5,0,0,LW,3,Wyatt Bongiovanni,,413,Belleville Senators,home
1,0,,1027827,0,0:00,10,0,0,C,2,Philippe Daoust,,413,Belleville Senators,home
0,0,,1027827,0,0:00,11,0,0,D,0,Jorian Donovan,,413,Belleville Senators,home
1,0,,1027827,0,0:00,13,0,-2,LW,3,Xavier Bourgault,,413,Belleville Senators,home
0,0,,1027827,0,0:00,14,0,-1,D,0,Scott Harrington,,413,Belleville Senators,home
0,0,,1027827,0,0:00,15,0,-3,LW,0,Olle Lycksell,,413,Belleville Senators,home
1,0,,1027827,0,0:00,16,0,2,RW,1,Tyler Boucher,,413,Belleville Senators,home
0,0,,1027827,0,0:00,22,0,-3,RW,1,Garrett Pilon,,413,Belleville Senators,home
0,0,,1027827,0,0:00,26,0,-3,D,0,Carter Yakemchuk,,413,Belleville Senators,home
0,0,,1027827,0,0:00,27,0,-1,LW,0,Keean Washkurak,,413,Belleville Senators,home
0,0,,1027827,0,0:00,29,0,-2,D,1,Tomas Hamara,,413,Belleville Senators,home
0,0,,1027827,0,0:00,32,0,0,C,0,Oskar Pettersson,,413,Belleville Senators,home
0,1,,1027827,0,0:00,33,0,0,D,4,Lassi Thomson,,413,Belleville Senators,home
1,0,,1027827,0,0:00,34,2,-1,C,2,Stephen Halliday,,413,Belleville Senators,home
1,0,,1027827,0,0:00,39,2,0,C,1,Landen Hookey,,413,Belleville Senators,home
0,0,,1027827,0,0:00,42,9,1,RW,4,Hayden Hodgson,,413,Belleville Senators,home
0,0,0,1027827,1,,30,0,0,G,,Hunter Shepard,0,413,Belleville Senators,home
0,0,5,1027827,1,60:00,35,0,0,G,,Leevi Meriläinen,35,413,Belleville Senators,home
0,0,,1027827,0,0:00,7,0,0,D,2,Simon Lundmark,,324,Syracuse Crunch,away
0,0,,1027827,0,0:00,8,0,0,D,1,Tommy Miller,,324,Syracuse Crunch,away
2,0,,1027827,0,0:00,9,0,2,C,6,Wojciech Stachowiak,,324,Syracuse Crunch,away
0,1,,1027827,0,0:00,11,0,0,C,3,Lucas Mercuri,,324,Syracuse Crunch,away
1,0,,1027827,0,0:00,13,0,-1,LW,1,Brendan Furry,,324,Syracuse Crunch,away
0,1,,1027827,0,0:00,14,0,1,LW,3,Tristan Allard,,324,Syracuse Crunch,away
0,1,,1027827,0,0:00,17,0,0,C,5,Dominic James,,324,Syracuse Crunch,away
0,0,,1027827,0,0:00,20,2,-1,RW,0,Cooper Flinton,,324,Syracuse Crunch,away
0,0,,1027827,0,0:00,22,0,0,LW,2,Jakob Pelletier,,324,Syracuse Crunch,away
0,0,,1027827,0,0:00,23,0,1,D,1,Maxim Groshev,,324,Syracuse Crunch,away
0,1,,1027827,0,0:00,25,0,2,LW,3,Dylan Duke,,324,Syracuse Crunch,away
0,0,,1027827,0,0:00,45,0,2,D,3,Charle-Édouard D’Astous,,324,Syracuse Crunch,away
0,0,,1027827,0,0:00,49,5,0,RW,0,Scott Sabourin,,324,Syracuse Crunch,away
1,1,,1027827,0,0:00,61,0,2,RW,3,Boris Katchouk,,324,Syracuse Crunch,away
0,0,,1027827,0,0:00,72,0,0,D,1,Declan Carlile,,324,Syracuse Crunch,away
0,0,,1027827,0,0:00,75,0,1,D,4,Matteo Pietroniro,,324,Syracuse Crunch,away
1,0,,1027827,0,0:00,80,0,0,RW,1,Nick Abruzzese,,324,Syracuse Crunch,away
1,0,,1027827,0,0:00,95,0,0,C,1,Gabriel Szturc,,324,Syracuse Crunch,away
0,0,0,1027827,1,,31,0,0,G,,Brandon Halverson,0,324,Syracuse Crunch,away
0,0,3,1027827,1,60:00,59,0,0,G,,Ryan Fanti,21,324,Syracuse Crunch,away
