a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
1,0,,1028695,0,0:00,5,0,0,D,0,Ian Mitchell,,324,Syracuse Crunch,home
0,0,,1028695,0,0:00,8,0,-1,D,0,Tommy Miller,,324,Syracuse Crunch,home
0,0,,1028695,0,0:00,11,0,0,C,2,Lucas Mercuri,,324,Syracuse Crunch,home
0,0,,1028695,0,0:00,14,0,0,RW,3,Tristan Allard,,324,Syracuse Crunch,home
0,0,,1028695,0,0:00,18,0,1,C,0,Reece Newkirk,,324,Syracuse Crunch,home
0,0,,1028695,0,0:00,20,0,0,LW,1,Cooper Flinton,,324,Syracuse Crunch,home
0,0,,1028695,0,0:00,21,0,-1,RW,3,Mitchell Chaffee,,324,Syracuse Crunch,home
0,1,,1028695,0,0:00,22,0,0,LW,3,Jakob Pelletier,,324,Syracuse Crunch,home
0,0,,1028695,0,0:00,23,2,0,D,0,Maxim Groshev,,324,Syracuse Crunch,home
0,0,,1028695,0,0:00,25,0,0,LW,4,Dylan Duke,,324,Syracuse Crunch,home
0,0,,1028695,0,0:00,28,0,-1,D,0,Jarred Tinordi,,324,Syracuse Crunch,home
0,1,,1028695,0,0:00,41,0,1,RW,1,Spencer Kersten,,324,Syracuse Crunch,home
0,0,,1028695,0,0:00,42,2,0,D,3,Ethan Samson,,324,Syracuse Crunch,home
0,0,,1028695,0,0:00,63,0,-1,C,3,Matthew Peca,,324,Syracuse Crunch,home
1,0,,1028695,0,0:00,75,0,0,D,2,Matteo Pietroniro,,324,Syracuse Crunch,home
0,1,,1028695,0,0:00,79,0,-1,RW,2,Ethan Gauthier,,324,Syracuse Crunch,home
2,0,,1028695,0,0:00,80,0,0,LW,1,Nick Abruzzese,,324,Syracuse Crunch,home
1,0,,1028695,0,0:00,94,4,-1,C,3,Conor Geekie,,324,Syracuse Crunch,home
0,0,3,1028695,1,65:00,31,0,0,G,,Brandon Halverson,25,324,Syracuse Crunch,home
0,0,0,1028695,1,,59,0,0,G,,Ryan Fanti,0,324,Syracuse Crunch,home
2,0,,1028695,0,0:00,2,2,1,D,3,Marc Del Gaizo,,415,Laval Rocket,away
1,0,,1028695,0,0:00,5,0,2,D,2,Nate Clurman,,415,Laval Rocket,away
2,0,,1028695,0,0:00,6,0,2,RW,1,Tyler Thorpe,,415,Laval Rocket,away
0,0,,1028695,0,0:00,10,0,-2,LW,3,Joshua Roy,,415,Laval Rocket,away
0,0,,1028695,0,0:00,12,0,0,D,0,Darick Louis-Jean,,415,Laval Rocket,away
0,0,,1028695,0,0:00,15,0,-1,F,0,Sean Farrell,,415,Laval Rocket,away
0,0,,1028695,0,0:00,17,0,0,LW,2,Luke Tuch,,415,Laval Rocket,away
0,0,,1028695,0,0:00,18,0,-1,LW,0,Vincent Arseneau,,415,Laval Rocket,away
1,1,,1028695,0,0:00,19,0,2,LW,4,Samuel Blais,,415,Laval Rocket,away
0,0,,1028695,0,0:00,22,4,-1,F,5,Alex Belzile,,415,Laval Rocket,away
0,0,,1028695,0,0:00,28,0,0,D,1,Josh Jacobs,,415,Laval Rocket,away
0,1,,1028695,0,0:00,42,0,2,LW,1,Lucas Condotta,,415,Laval Rocket,away
0,0,,1028695,0,0:00,48,0,1,RW,2,Filip Mešár,,415,Laval Rocket,away
0,0,,1028695,0,0:00,49,0,0,F,0,Jared Davidson,,415,Laval Rocket,away
0,1,,1028695,0,0:00,62,0,1,F,3,Owen Beck,,415,Laval Rocket,away
0,0,,1028695,0,0:00,63,0,-1,C,1,Florian Xhekaj,,415,Laval Rocket,away
0,0,,1028695,0,0:00,64,2,0,D,0,David Reinbacher,,415,Laval Rocket,away
0,0,,1028695,0,0:00,84,2,-1,D,0,William Trudeau,,415,Laval Rocket,away
0,0,0,1028695,1,,29,0,0,G,,Hunter Jones,0,415,Laval Rocket,away
0,0,3,1028695,1,64:53,34,0,0,G,,Kaapo Kähkönen,28,415,Laval Rocket,away
