a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
1,0,,1028252,0,0:00,3,0,2,D,3,Henry Thrun,,335,Toronto Marlies,home
0,0,,1028252,0,0:00,11,0,1,F,0,Logan Shaw,,335,Toronto Marlies,home
0,1,,1028252,0,0:00,29,2,1,C,2,Benoit-Olivier Groulx,,335,Toronto Marlies,home
0,0,,1028252,0,0:00,39,2,0,F,2,Borya Valis,,335,Toronto Marlies,home
0,0,,1028252,0,0:00,43,0,0,C,0,Luke Haymes,,335,Toronto Marlies,home
0,0,,1028252,0,0:00,52,0,0,D,1,Cade Webber,,335,Toronto Marlies,home
0,0,,1028252,0,0:00,56,5,0,F,0,Cédric Paré,,335,Toronto Marlies,home
0,0,,1028252,0,0:00,58,0,0,D,0,Noah Chadwick,,335,Toronto Marlies,home
0,0,,1028252,0,0:00,59,2,0,D,0,Blake Smith,,335,Toronto Marlies,home
0,0,,1028252,0,0:00,61,2,0,LW,0,Michael Pezzetta,,335,Toronto Marlies,home
0,0,,1028252,0,0:00,65,0,0,RW,1,Reese Johnson,,335,Toronto Marlies,home
0,0,,1028252,0,0:00,68,0,0,F,0,Matthew Barbolini,,335,Toronto Marlies,home
2,0,,1028252,0,0:00,71,0,2,C,2,Vinni Lettieri,,335,Toronto Marlies,home
0,0,,1028252,0,0:00,72,2,0,F,0,Travis Boyd,,335,Toronto Marlies,home
0,0,,1028252,0,0:00,76,0,0,D,1,William Villeneuve,,335,Toronto Marlies,home
0,0,,1028252,0,0:00,77,0,0,F,0,Ryan Tverberg,,335,Toronto Marlies,home
1,0,,1028252,0,0:00,83,2,1,D,1,Marshall Rifai,,335,Toronto Marlies,home
0,1,,1028252,0,0:00,92,0,1,RW,4,Alex Nylander,,335,Toronto Marlies,home
0,0,0,1028252,1,,50,0,0,G,,Vyacheslav Peksa,0,335,Toronto Marlies,home
0,0,1,1028252,1,61:37,70,0,0,G,,Artur Akhtyamov,34,335,Toronto Marlies,home
0,0,,1028252,0,0:00,7,2,-1,D,2,Simon Lundmark,,324,Syracuse Crunch,away
0,0,,1028252,0,0:00,8,2,-1,D,0,Tommy Miller,,324,Syracuse Crunch,away
0,0,,1028252,0,0:00,9,0,0,C,2,Wojciech Stachowiak,,324,Syracuse Crunch,away
0,0,,1028252,0,0:00,11,5,0,C,1,Lucas Mercuri,,324,Syracuse Crunch,away
0,0,,1028252,0,0:00,13,0,-1,LW,2,Brendan Furry,,324,Syracuse Crunch,away
0,0,,1028252,0,0:00,14,0,0,RW,1,Tristan Allard,,324,Syracuse Crunch,away
0,0,,1028252,0,0:00,20,0,0,LW,2,Cooper Flinton,,324,Syracuse Crunch,away
0,0,,1028252,0,0:00,21,2,0,RW,5,Mitchell Chaffee,,324,Syracuse Crunch,away
0,0,,1028252,0,0:00,22,0,-1,LW,2,Jakob Pelletier,,324,Syracuse Crunch,away
0,1,,1028252,0,0:00,25,0,0,LW,5,Dylan Duke,,324,Syracuse Crunch,away
0,0,,1028252,0,0:00,28,2,0,D,3,Jarred Tinordi,,324,Syracuse Crunch,away
0,0,,1028252,0,0:00,38,0,-1,D,0,Wyatt Newpower,,324,Syracuse Crunch,away
0,0,,1028252,0,0:00,42,0,0,D,4,Ethan Samson,,324,Syracuse Crunch,away
0,0,,1028252,0,0:00,75,0,0,D,0,Matteo Pietroniro,,324,Syracuse Crunch,away
0,0,,1028252,0,0:00,79,0,0,RW,0,Ethan Gauthier,,324,Syracuse Crunch,away
1,0,,1028252,0,0:00,80,0,-2,RW,1,Nick Abruzzese,,324,Syracuse Crunch,away
1,0,,1028252,0,0:00,94,0,-1,C,4,Conor Geekie,,324,Syracuse Crunch,away
0,0,,1028252,0,0:00,95,0,0,C,1,Gabriel Szturc,,324,Syracuse Crunch,away
0,0,2,1028252,1,61:37,31,0,0,G,,Brandon Halverson,15,324,Syracuse Crunch,away
0,0,0,1028252,1,,59,0,0,G,,Ryan Fanti,0,324,Syracuse Crunch,away
