a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
1,0,,1028785,0,0:00,5,0,0,D,3,Ian Mitchell,,324,Syracuse Crunch,home
0,0,,1028785,0,0:00,8,0,2,D,0,Tommy Miller,,324,Syracuse Crunch,home
0,0,,1028785,0,0:00,11,4,0,C,1,Lucas Mercuri,,324,Syracuse Crunch,home
0,0,,1028785,0,0:00,14,2,0,RW,1,Tristan Allard,,324,Syracuse Crunch,home
0,1,,1028785,0,0:00,20,0,2,RW,1,Cooper Flinton,,324,Syracuse Crunch,home
1,1,,1028785,0,0:00,21,0,0,RW,2,Mitchell Chaffee,,324,Syracuse Crunch,home
0,1,,1028785,0,0:00,22,0,-1,LW,1,Jakob Pelletier,,324,Syracuse Crunch,home
1,0,,1028785,0,0:00,23,2,3,D,2,Maxim Groshev,,324,Syracuse Crunch,home
1,0,,1028785,0,0:00,25,0,1,LW,0,Dylan Duke,,324,Syracuse Crunch,home
0,0,,1028785,0,0:00,28,5,-1,D,1,Jarred Tinordi,,324,Syracuse Crunch,home
0,0,,1028785,0,0:00,42,0,-1,D,2,Ethan Samson,,324,Syracuse Crunch,home
2,0,,1028785,0,0:00,63,0,2,C,5,Matthew Peca,,324,Syracuse Crunch,home
0,1,,1028785,0,0:00,75,0,1,D,4,Matteo Pietroniro,,324,Syracuse Crunch,home
0,1,,1028785,0,0:00,79,0,1,RW,2,Ethan Gauthier,,324,Syracuse Crunch,home
0,0,,1028785,0,0:00,80,0,1,LW,1,Nick Abruzzese,,324,Syracuse Crunch,home
0,0,,1028785,0,0:00,84,2,0,LW,2,Max Grondin,,324,Syracuse Crunch,home
1,0,,1028785,0,0:00,94,0,-1,C,4,Conor Geekie,,324,Syracuse Crunch,home
1,0,,1028785,0,0:00,95,0,1,C,0,Gabriel Szturc,,324,Syracuse Crunch,home
0,0,0,1028785,1,,31,0,0,G,,Brandon Halverson,0,324,Syracuse Crunch,home
0,0,3,1028785,1,60:00,59,0,0,G,,Ryan Fanti,30,324,Syracuse Crunch,home
0,0,,1028785,0,0:00,4,7,0,LW,0,Mason Geertsen,,323,Rochester Americans,away
0,0,,1028785,0,0:00,7,0,-1,C,3,Jake Leschyshyn,,323,Rochester Americans,away
1,0,,1028785,0,0:00,8,0,-1,LW,0,Jagger Joshua,,323,Rochester Americans,away
2,1,,1028785,0,0:00,12,0,0,LW,7,Riley Fiddler-Schultz,,323,Rochester Americans,away
0,0,,1028785,0,0:00,15,2,-1,D,1,Gavin Bayreuther,,323,Rochester Americans,away
0,0,,1028785,0,0:00,16,0,-1,LW,3,Trevor Kuntar,,323,Rochester Americans,away
0,0,,1028785,0,0:00,19,0,0,LW,0,Graham Slaggert,,323,Rochester Americans,away
0,1,,1028785,0,0:00,20,0,-1,RW,3,Olivier Nadeau,,323,Rochester Americans,away
0,0,,1028785,0,0:00,22,0,-1,D,3,Zach Metsa,,323,Rochester Americans,away
1,0,,1028785,0,0:00,23,2,0,D,0,Ryan Johnson,,323,Rochester Americans,away
0,0,,1028785,0,0:00,24,0,-1,LW,0,Anton Wahlberg,,323,Rochester Americans,away
0,0,,1028785,0,0:00,25,0,0,C,3,Kaleb Lawrence,,323,Rochester Americans,away
0,0,,1028785,0,0:00,36,2,0,D,1,Noah Laaouan,,323,Rochester Americans,away
1,1,,1028785,0,0:00,39,0,-1,D,4,Zac Jones,,323,Rochester Americans,away
0,0,,1028785,0,0:00,72,0,-1,RW,0,Carson Meyer,,323,Rochester Americans,away
0,0,,1028785,0,0:00,73,0,0,C,0,Matteo Costantini,,323,Rochester Americans,away
0,0,,1028785,0,0:00,83,0,-1,D,3,Vsevolod Komarov,,323,Rochester Americans,away
1,0,,1028785,0,0:00,91,0,-1,C,2,Konsta Helenius,,323,Rochester Americans,away
0,0,0,1028785,1,,27,0,0,G,,Devon Levi,0,323,Rochester Americans,away
0,0,4,1028785,1,56:20,33,0,0,G,,Scott Ratzlaff,27,323,Rochester Americans,away
