a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
0,0,,1028514,0,0:00,2,0,-1,LW,1,Rutger McGroarty,,316,Wilkes-Barre/Scranton Penguins,home
0,0,,1028514,0,0:00,8,0,-1,RW,0,Aidan McDonough,,316,Wilkes-Barre/Scranton Penguins,home
0,0,,1028514,0,0:00,14,4,-2,LW,0,Bokondji Imama,,316,Wilkes-Barre/Scranton Penguins,home
0,0,,1028514,0,0:00,15,0,0,C,0,Joona Koppanen,,316,Wilkes-Barre/Scranton Penguins,home
0,0,,1028514,0,0:00,22,0,-1,LW,1,Tanner Howe,,316,Wilkes-Barre/Scranton Penguins,home
0,0,,1028514,0,0:00,24,4,-1,D,4,Matt Dumba,,316,Wilkes-Barre/Scranton Penguins,home
0,0,,1028514,0,0:00,26,0,0,C,6,Tristan Broz,,316,Wilkes-Barre/Scranton Penguins,home
0,0,,1028514,0,0:00,38,0,-2,D,0,Owen Pickering,,316,Wilkes-Barre/Scranton Penguins,home
0,0,,1028514,0,0:00,41,2,0,RW,1,Ville Koivunen,,316,Wilkes-Barre/Scranton Penguins,home
0,0,,1028514,0,0:00,43,0,0,LW,1,Melvin Fernström,,316,Wilkes-Barre/Scranton Penguins,home
0,0,,1028514,0,0:00,44,0,0,D,1,Chase Pietila,,316,Wilkes-Barre/Scranton Penguins,home
0,0,,1028514,0,0:00,49,0,0,RW,0,Rafaël Harvey-Pinard,,316,Wilkes-Barre/Scranton Penguins,home
0,0,,1028514,0,0:00,50,2,-1,D,0,Finn Harding,,316,Wilkes-Barre/Scranton Penguins,home
0,0,,1028514,0,0:00,52,5,-1,D,0,Phil Kemp,,316,Wilkes-Barre/Scranton Penguins,home
0,0,,1028514,0,0:00,64,0,-1,C,0,Gabe Klassen,,316,Wilkes-Barre/Scranton Penguins,home
0,0,,1028514,0,0:00,79,2,-1,D,1,Emil Pieniniemi,,316,Wilkes-Barre/Scranton Penguins,home
0,0,,1028514,0,0:00,84,0,-2,C,0,Atley Calvert,,316,Wilkes-Barre/Scranton Penguins,home
0,0,,1028514,0,0:00,85,0,-1,RW,0,Avery Hayes,,316,Wilkes-Barre/Scranton Penguins,home
0,0,5,1028514,1,60:00,1,0,0,G,,Sergei Murashov,24,316,Wilkes-Barre/Scranton Penguins,home
0,0,0,1028514,1,,30,0,0,G,,Joel Blomqvist,0,316,Wilkes-Barre/Scranton Penguins,home
0,0,,1028514,0,0:00,7,0,1,D,1,Simon Lundmark,,324,Syracuse Crunch,away
1,0,,1028514,0,0:00,11,0,1,C,3,Lucas Mercuri,,324,Syracuse Crunch,away
0,0,,1028514,0,0:00,13,0,0,LW,3,Brendan Furry,,324,Syracuse Crunch,away
0,0,,1028514,0,0:00,14,0,0,RW,3,Tristan Allard,,324,Syracuse Crunch,away
0,0,,1028514,0,0:00,16,0,0,D,0,Steven Santini,,324,Syracuse Crunch,away
0,2,,1028514,0,0:00,20,0,2,RW,2,Cooper Flinton,,324,Syracuse Crunch,away
0,1,,1028514,0,0:00,21,0,1,RW,2,Mitchell Chaffee,,324,Syracuse Crunch,away
3,0,,1028514,0,0:00,22,0,1,LW,1,Jakob Pelletier,,324,Syracuse Crunch,away
0,0,,1028514,0,0:00,23,0,0,D,0,Maxim Groshev,,324,Syracuse Crunch,away
0,1,,1028514,0,0:00,25,0,0,LW,2,Dylan Duke,,324,Syracuse Crunch,away
1,0,,1028514,0,0:00,38,0,2,D,1,Wyatt Newpower,,324,Syracuse Crunch,away
0,0,,1028514,0,0:00,42,2,2,D,0,Ethan Samson,,324,Syracuse Crunch,away
1,0,,1028514,0,0:00,50,12,2,LW,1,Michael Milne,,324,Syracuse Crunch,away
0,1,,1028514,0,0:00,75,2,1,D,5,Matteo Pietroniro,,324,Syracuse Crunch,away
0,0,,1028514,0,0:00,79,0,0,RW,1,Ethan Gauthier,,324,Syracuse Crunch,away
1,0,,1028514,0,0:00,81,7,1,C,0,Milo Roelens,,324,Syracuse Crunch,away
3,0,,1028514,0,0:00,94,0,1,C,3,Conor Geekie,,324,Syracuse Crunch,away
0,0,,1028514,0,0:00,95,0,0,C,1,Gabriel Szturc,,324,Syracuse Crunch,away
0,0,0,1028514,1,59:43,31,0,0,G,,Brandon Halverson,16,324,Syracuse Crunch,away
0,0,0,1028514,1,,59,0,0,G,,Ryan Fanti,0,324,Syracuse Crunch,away
