a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
1,0,,1028198,0,0:00,6,0,3,D,1,Billy Sweezey,,309,Providence Bruins,home
0,0,,1028198,0,0:00,8,0,0,C,0,Jake Schmaltz,,309,Providence Bruins,home
0,0,,1028198,0,0:00,9,0,1,D,0,Colin Felix,,309,Providence Bruins,home
0,3,,1028198,0,0:00,10,0,3,LW,5,Georgii Merkulov,,309,Providence Bruins,home
0,0,,1028198,0,0:00,11,0,0,RW,1,Riley Duran,,309,Providence Bruins,home
0,0,,1028198,0,0:00,12,0,0,RW,1,Jacob Perreault,,309,Providence Bruins,home
0,0,,1028198,0,0:00,15,0,0,D,0,Loke Johansson,,309,Providence Bruins,home
0,0,,1028198,0,0:00,17,0,0,RW,1,Dalton Bancroft,,309,Providence Bruins,home
0,0,,1028198,0,0:00,21,0,-1,C,4,Matthew Poitras,,309,Providence Bruins,home
0,0,,1028198,0,0:00,24,0,-1,D,3,Ty Gallagher,,309,Providence Bruins,home
0,0,,1028198,0,0:00,26,0,-1,C,1,John Farinacci,,309,Providence Bruins,home
2,0,,1028198,0,0:00,27,0,3,LW,3,Riley Tufte,,309,Providence Bruins,home
1,0,,1028198,0,0:00,38,0,3,C,4,Patrick Brown,,309,Providence Bruins,home
0,0,,1028198,0,0:00,42,0,-1,D,1,Frederic Brunet,,309,Providence Bruins,home
0,0,,1028198,0,0:00,43,0,-1,C,1,Dans Locmelis,,309,Providence Bruins,home
0,0,,1028198,0,0:00,47,5,0,LW,1,Joey Abate,,309,Providence Bruins,home
0,0,,1028198,0,0:00,72,0,0,RW,0,Brett Harrison,,309,Providence Bruins,home
1,0,,1028198,0,0:00,86,0,2,D,2,Christian Wolanin,,309,Providence Bruins,home
0,0,0,1028198,1,,33,0,0,G,,Luke Cavallin,0,309,Providence Bruins,home
1,0,1,1028198,1,60:00,34,0,0,G,,Simon Zajicek,23,309,Providence Bruins,home
0,0,,1028198,0,0:00,7,0,-1,D,2,Simon Lundmark,,324,Syracuse Crunch,away
0,0,,1028198,0,0:00,9,0,-2,C,4,Wojciech Stachowiak,,324,Syracuse Crunch,away
0,0,,1028198,0,0:00,11,0,0,C,3,Lucas Mercuri,,324,Syracuse Crunch,away
0,0,,1028198,0,0:00,13,0,-1,LW,3,Brendan Furry,,324,Syracuse Crunch,away
0,0,,1028198,0,0:00,14,0,0,RW,0,Tristan Allard,,324,Syracuse Crunch,away
0,0,,1028198,0,0:00,16,0,-1,D,2,Steven Santini,,324,Syracuse Crunch,away
0,0,,1028198,0,0:00,20,0,0,LW,0,Cooper Flinton,,324,Syracuse Crunch,away
1,0,,1028198,0,0:00,21,0,-1,RW,3,Mitchell Chaffee,,324,Syracuse Crunch,away
0,0,,1028198,0,0:00,23,0,-1,D,0,Maxim Groshev,,324,Syracuse Crunch,away
0,0,,1028198,0,0:00,25,0,-1,LW,2,Dylan Duke,,324,Syracuse Crunch,away
0,0,,1028198,0,0:00,28,0,0,D,1,Jarred Tinordi,,324,Syracuse Crunch,away
0,0,,1028198,0,0:00,49,0,0,RW,0,Scott Sabourin,,324,Syracuse Crunch,away
0,0,,1028198,0,0:00,61,0,-2,RW,1,Boris Katchouk,,324,Syracuse Crunch,away
0,0,,1028198,0,0:00,75,5,0,D,0,Matteo Pietroniro,,324,Syracuse Crunch,away
1,0,,1028198,0,0:00,80,0,-1,LW,0,Nick Abruzzese,,324,Syracuse Crunch,away
0,1,,1028198,0,0:00,94,0,-1,C,3,Conor Geekie,,324,Syracuse Crunch,away
0,0,,1028198,0,0:00,95,0,0,C,0,Gabriel Szturc,,324,Syracuse Crunch,away
0,0,,1028198,0,0:00,96,0,1,D,0,Chris Harpur,,324,Syracuse Crunch,away
0,0,0,1028198,1,,1,0,0,G,,Kevin Mandolese,0,324,Syracuse Crunch,away
0,0,2,1028198,1,59:24,59,0,0,G,,Ryan Fanti,26,324,Syracuse Crunch,away
