a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
0,0,,1028414,0,0:00,2,2,0,D,1,Calen Addison,,390,Utica Comets,home
1,0,,1028414,0,0:00,4,0,1,D,2,Dennis Cholowski,,390,Utica Comets,home
0,1,,1028414,0,0:00,9,4,0,LW,4,Angus Crookshank,,390,Utica Comets,home
0,1,,1028414,0,0:00,11,0,1,RW,3,Nathan Légaré,,390,Utica Comets,home
1,0,,1028414,0,0:00,12,0,1,F,0,Cam Squires,,390,Utica Comets,home
1,0,,1028414,0,0:00,13,0,2,F,1,Jack Malone,,390,Utica Comets,home
0,1,,1028414,0,0:00,14,4,1,C,1,Jonathan Gruden,,390,Utica Comets,home
0,1,,1028414,0,0:00,15,0,-1,C,2,Kyle Criscuolo,,390,Utica Comets,home
0,0,,1028414,0,0:00,18,2,1,F,4,Shane Lachance,,390,Utica Comets,home
0,0,,1028414,0,0:00,22,0,0,D,0,Seamus Casey,,390,Utica Comets,home
0,0,,1028414,0,0:00,24,5,-1,F,3,Brian Halonen,,390,Utica Comets,home
2,0,,1028414,0,0:00,26,2,2,C,1,Ryan Schmelzer,,390,Utica Comets,home
1,0,,1028414,0,0:00,37,2,1,F,1,Dylan Wendt,,390,Utica Comets,home
0,0,,1028414,0,0:00,38,0,1,D,1,Topias Vilen,,390,Utica Comets,home
0,0,,1028414,0,0:00,39,2,1,LW,1,Mike Hardman,,390,Utica Comets,home
0,0,,1028414,0,0:00,44,5,2,D,0,Dmitry Osipov,,390,Utica Comets,home
0,0,,1028414,0,0:00,67,0,0,F,1,Xavier Parent,,390,Utica Comets,home
0,1,,1028414,0,0:00,73,0,2,D,1,Ethan Edwards,,390,Utica Comets,home
0,0,1,1028414,1,59:43,31,2,0,G,,Jakub Málek,26,390,Utica Comets,home
0,0,0,1028414,1,,50,0,0,G,,Nico Daws,0,390,Utica Comets,home
0,0,,1028414,0,0:00,8,7,-1,D,2,Tommy Miller,,324,Syracuse Crunch,away
0,0,,1028414,0,0:00,9,2,1,C,0,Wojciech Stachowiak,,324,Syracuse Crunch,away
0,0,,1028414,0,0:00,11,2,-1,C,0,Lucas Mercuri,,324,Syracuse Crunch,away
0,0,,1028414,0,0:00,13,0,-1,LW,1,Brendan Furry,,324,Syracuse Crunch,away
1,0,,1028414,0,0:00,14,4,1,RW,1,Tristan Allard,,324,Syracuse Crunch,away
0,0,,1028414,0,0:00,21,0,-1,RW,5,Mitchell Chaffee,,324,Syracuse Crunch,away
0,1,,1028414,0,0:00,25,0,1,LW,3,Dylan Duke,,324,Syracuse Crunch,away
0,0,,1028414,0,0:00,28,0,-1,D,2,Jarred Tinordi,,324,Syracuse Crunch,away
0,0,,1028414,0,0:00,38,5,0,D,0,Wyatt Newpower,,324,Syracuse Crunch,away
0,0,,1028414,0,0:00,39,0,-1,LW,0,Curtis Douglas,,324,Syracuse Crunch,away
1,0,,1028414,0,0:00,42,2,-1,D,5,Ethan Samson,,324,Syracuse Crunch,away
0,0,,1028414,0,0:00,49,0,-2,RW,1,Scott Sabourin,,324,Syracuse Crunch,away
0,0,,1028414,0,0:00,50,2,-2,RW,2,Michael Milne,,324,Syracuse Crunch,away
0,0,,1028414,0,0:00,75,4,-1,D,1,Matteo Pietroniro,,324,Syracuse Crunch,away
0,0,,1028414,0,0:00,79,0,-1,LW,1,Ethan Gauthier,,324,Syracuse Crunch,away
0,0,,1028414,0,0:00,94,0,-1,C,3,Conor Geekie,,324,Syracuse Crunch,away
0,0,,1028414,0,0:00,95,0,-2,C,0,Gabriel Szturc,,324,Syracuse Crunch,away
0,0,,1028414,0,0:00,96,2,-2,D,0,Chris Harpur,,324,Syracuse Crunch,away
0,0,1,1028414,1,36:24,31,0,0,G,,Brandon Halverson,17,324,Syracuse Crunch,away
0,0,4,1028414,1,21:59,59,0,0,G,,Ryan Fanti,5,324,Syracuse Crunch,away
