a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
0,1,,1027883,0,0:00,3,2,0,D,1,Henry Thrun,,335,Toronto Marlies,home
1,0,,1027883,0,0:00,11,0,0,F,1,Logan Shaw,,335,Toronto Marlies,home
0,0,,1027883,0,0:00,26,2,2,C,0,Jacob Quillan,,335,Toronto Marlies,home
1,0,,1027883,0,0:00,29,0,0,C,1,Benoit-Olivier Groulx,,335,Toronto Marlies,home
0,0,,1027883,0,0:00,33,0,1,D,1,Matt Benning,,335,Toronto Marlies,home
0,0,,1027883,0,0:00,39,0,-1,F,2,Borya Valis,,335,Toronto Marlies,home
0,0,,1027883,0,0:00,43,0,1,C,5,Luke Haymes,,335,Toronto Marlies,home
0,0,,1027883,0,0:00,52,0,-1,D,1,Cade Webber,,335,Toronto Marlies,home
0,0,,1027883,0,0:00,56,0,1,F,0,Cédric Paré,,335,Toronto Marlies,home
0,0,,1027883,0,0:00,58,2,0,D,1,Noah Chadwick,,335,Toronto Marlies,home
0,0,,1027883,0,0:00,59,2,1,D,3,Blake Smith,,335,Toronto Marlies,home
0,0,,1027883,0,0:00,61,0,0,LW,0,Michael Pezzetta,,335,Toronto Marlies,home
0,0,,1027883,0,0:00,64,0,0,F,0,David Kämpf,,335,Toronto Marlies,home
0,0,,1027883,0,0:00,66,0,-1,C,1,Ben King,,335,Toronto Marlies,home
0,1,,1027883,0,0:00,72,0,0,F,2,Travis Boyd,,335,Toronto Marlies,home
0,0,,1027883,0,0:00,76,0,2,D,3,William Villeneuve,,335,Toronto Marlies,home
1,1,,1027883,0,0:00,92,0,0,RW,1,Alex Nylander,,335,Toronto Marlies,home
0,1,,1027883,0,0:00,97,0,0,D,1,Chas Sharpe,,335,Toronto Marlies,home
0,0,4,1027883,1,58:21,35,0,0,G,,Dennis Hildeby,18,335,Toronto Marlies,home
0,0,0,1027883,1,,70,0,0,G,,Artur Akhtyamov,0,335,Toronto Marlies,home
0,1,,1027883,0,0:00,8,2,0,D,1,Tommy Miller,,324,Syracuse Crunch,away
1,1,,1027883,0,0:00,9,0,2,C,2,Wojciech Stachowiak,,324,Syracuse Crunch,away
0,0,,1027883,0,0:00,11,2,-2,C,0,Lucas Mercuri,,324,Syracuse Crunch,away
0,0,,1027883,0,0:00,13,0,-2,RW,0,Brendan Furry,,324,Syracuse Crunch,away
1,0,,1027883,0,0:00,14,0,-2,LW,0,Tristan Allard,,324,Syracuse Crunch,away
1,0,,1027883,0,0:00,16,0,0,D,1,Steven Santini,,324,Syracuse Crunch,away
0,0,,1027883,0,0:00,20,0,0,LW,0,Cooper Flinton,,324,Syracuse Crunch,away
1,1,,1027883,0,0:00,22,0,-1,LW,1,Jakob Pelletier,,324,Syracuse Crunch,away
0,0,,1027883,0,0:00,23,2,2,D,1,Maxim Groshev,,324,Syracuse Crunch,away
1,0,,1027883,0,0:00,25,0,2,LW,0,Dylan Duke,,324,Syracuse Crunch,away
0,0,,1027883,0,0:00,49,2,-1,RW,0,Scott Sabourin,,324,Syracuse Crunch,away
1,1,,1027883,0,0:00,61,0,2,RW,2,Boris Katchouk,,324,Syracuse Crunch,away
1,0,,1027883,0,0:00,72,0,-2,D,4,Declan Carlile,,324,Syracuse Crunch,away
0,0,,1027883,0,0:00,75,0,-1,D,1,Matteo Pietroniro,,324,Syracuse Crunch,away
0,0,,1027883,0,0:00,76,0,0,D,1,Roman Schmidt,,324,Syracuse Crunch,away
0,0,,1027883,0,0:00,80,0,0,RW,3,Nick Abruzzese,,324,Syracuse Crunch,away
1,1,,1027883,0,0:00,94,2,-1,C,4,Conor Geekie,,324,Syracuse Crunch,away
1,0,,1027883,0,0:00,95,2,-1,C,2,Gabriel Szturc,,324,Syracuse Crunch,away
0,0,4,1027883,1,60:00,31,0,0,G,,Brandon Halverson,20,324,Syracuse Crunch,away
0,0,0,1027883,1,,59,0,0,G,,Ryan Fanti,0,324,Syracuse Crunch,away
