a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
0,0,,1028682,0,0:00,5,0,-1,D,0,Ian Mitchell,,324,Syracuse Crunch,home
0,0,,1028682,0,0:00,7,0,-1,D,2,Simon Lundmark,,324,Syracuse Crunch,home
0,0,,1028682,0,0:00,8,0,0,D,1,Tommy Miller,,324,Syracuse Crunch,home
0,0,,1028682,0,0:00,11,7,-1,C,1,Lucas Mercuri,,324,Syracuse Crunch,home
0,0,,1028682,0,0:00,13,0,0,C,2,Brendan Furry,,324,Syracuse Crunch,home
0,0,,1028682,0,0:00,14,0,-1,RW,2,Tristan Allard,,324,Syracuse Crunch,home
0,0,,1028682,0,0:00,16,0,0,D,2,Steven Santini,,324,Syracuse Crunch,home
0,0,,1028682,0,0:00,20,0,-1,LW,1,Cooper Flinton,,324,Syracuse Crunch,home
0,1,,1028682,0,0:00,21,0,-1,RW,8,Mitchell Chaffee,,324,Syracuse Crunch,home
1,0,,1028682,0,0:00,22,0,-2,LW,0,Jakob Pelletier,,324,Syracuse Crunch,home
0,0,,1028682,0,0:00,23,2,0,D,3,Maxim Groshev,,324,Syracuse Crunch,home
0,0,,1028682,0,0:00,25,0,-1,LW,5,Dylan Duke,,324,Syracuse Crunch,home
0,0,,1028682,0,0:00,28,0,-2,D,1,Jarred Tinordi,,324,Syracuse Crunch,home
1,0,,1028682,0,0:00,63,0,-2,C,6,Matthew Peca,,324,Syracuse Crunch,home
0,0,,1028682,0,0:00,75,0,0,D,1,Matteo Pietroniro,,324,Syracuse Crunch,home
0,0,,1028682,0,0:00,79,0,0,RW,1,Ethan Gauthier,,324,Syracuse Crunch,home
0,0,,1028682,0,0:00,80,0,-2,LW,3,Nick Abruzzese,,324,Syracuse Crunch,home
0,0,,1028682,0,0:00,81,2,-1,C,1,Milo Roelens,,324,Syracuse Crunch,home
0,0,0,1028682,1,,31,0,0,G,,Brandon Halverson,0,324,Syracuse Crunch,home
0,0,3,1028682,1,55:58,59,0,0,G,,Ryan Fanti,16,324,Syracuse Crunch,home
0,0,,1028682,0,0:00,3,0,0,D,1,Helge Grans,,313,Lehigh Valley Phantoms,away
0,0,,1028682,0,0:00,5,2,1,D,2,David Jiříček,,313,Lehigh Valley Phantoms,away
0,0,,1028682,0,0:00,9,0,1,RW,0,Carson Golder,,313,Lehigh Valley Phantoms,away
0,0,,1028682,0,0:00,10,0,0,RW,0,Noah Powell,,313,Lehigh Valley Phantoms,away
0,0,,1028682,0,0:00,19,0,0,D,1,Hunter McDonald,,313,Lehigh Valley Phantoms,away
0,1,,1028682,0,0:00,22,0,1,F,2,Tucker Robertson,,313,Lehigh Valley Phantoms,away
0,0,,1028682,0,0:00,23,0,0,F,0,Karsen Dorwart,,313,Lehigh Valley Phantoms,away
0,1,,1028682,0,0:00,25,2,1,C,2,Lane Pederson,,313,Lehigh Valley Phantoms,away
1,0,,1028682,0,0:00,26,0,0,RW,3,Phil Tomasino,,313,Lehigh Valley Phantoms,away
0,0,,1028682,0,0:00,37,0,2,D,0,Adam Ginning,,313,Lehigh Valley Phantoms,away
0,0,,1028682,0,0:00,43,0,0,F,0,Oscar Eklind,,313,Lehigh Valley Phantoms,away
0,1,,1028682,0,0:00,56,0,1,F,1,Jacob Gaucher,,313,Lehigh Valley Phantoms,away
0,0,,1028682,0,0:00,59,0,1,D,2,Oliver Bonk,,313,Lehigh Valley Phantoms,away
2,0,,1028682,0,0:00,61,2,2,LW,2,Boris Katchouk,,313,Lehigh Valley Phantoms,away
0,1,,1028682,0,0:00,72,0,0,RW,1,Brett Harrison,,313,Lehigh Valley Phantoms,away
0,0,,1028682,0,0:00,74,0,1,C,0,Zayde Wisdom,,313,Lehigh Valley Phantoms,away
2,0,,1028682,0,0:00,82,5,2,D,0,Maxence Guenette,,313,Lehigh Valley Phantoms,away
2,0,,1028682,0,0:00,90,0,2,LW,3,Anthony Richard,,313,Lehigh Valley Phantoms,away
0,0,1,1028682,1,59:48,35,0,0,G,,Aleksei Kolosov,39,313,Lehigh Valley Phantoms,away
0,0,0,1028682,1,,64,0,0,G,,Carson Bjarnason,0,313,Lehigh Valley Phantoms,away
