a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
1,1,,1028995,0,0:00,4,0,1,D,3,Corson Ceulemans,,373,Cleveland Monsters,home
0,0,,1028995,0,0:00,5,2,0,D,0,Stanislav Svozil,,373,Cleveland Monsters,home
0,0,,1028995,0,0:00,6,0,-1,D,0,Dysin Mayo,,373,Cleveland Monsters,home
1,0,,1028995,0,0:00,10,0,2,F,0,Luca Del Bel Belluz,,373,Cleveland Monsters,home
0,0,,1028995,0,0:00,11,0,-1,LW,0,James Malatesta,,373,Cleveland Monsters,home
1,0,,1028995,0,0:00,12,0,0,C,1,Owen Sillinger,,373,Cleveland Monsters,home
0,0,,1028995,0,0:00,16,0,0,C,2,Brendan Gaunce,,373,Cleveland Monsters,home
1,0,,1028995,0,0:00,20,0,1,RW,1,Hudson Fasching,,373,Cleveland Monsters,home
0,0,,1028995,0,0:00,21,0,-1,LW,0,Zach Aston-Reese,,373,Cleveland Monsters,home
0,1,,1028995,0,0:00,24,0,1,LW,1,Justin Pearson,,373,Cleveland Monsters,home
0,0,,1028995,0,0:00,26,0,-1,D,2,Guillaume Richard,,373,Cleveland Monsters,home
1,0,,1028995,0,0:00,29,0,1,C,2,Jack Williams,,373,Cleveland Monsters,home
0,0,,1028995,0,0:00,37,2,-2,LW,0,Roman Ahcan,,373,Cleveland Monsters,home
0,1,,1028995,0,0:00,39,0,2,D,1,Will Butcher,,373,Cleveland Monsters,home
0,0,,1028995,0,0:00,41,0,-1,C,1,Hunter McKown,,373,Cleveland Monsters,home
0,0,,1028995,0,0:00,53,2,0,LW,0,Luca Pinelli,,373,Cleveland Monsters,home
0,0,,1028995,0,0:00,54,0,1,D,0,Luca Marrelli,,373,Cleveland Monsters,home
1,0,,1028995,0,0:00,82,0,2,LW,1,Mikael Pyyhtiä,,373,Cleveland Monsters,home
0,0,0,1028995,1,,28,0,0,G,,Ivan Fedotov,0,373,Cleveland Monsters,home
0,0,2,1028995,1,60:00,36,0,0,G,,Zach Sawchenko,29,373,Cleveland Monsters,home
0,0,,1028995,0,0:00,5,0,0,D,3,Ian Mitchell,,324,Syracuse Crunch,away
0,0,,1028995,0,0:00,8,0,0,D,0,Tommy Miller,,324,Syracuse Crunch,away
0,0,,1028995,0,0:00,11,0,-1,C,2,Lucas Mercuri,,324,Syracuse Crunch,away
1,0,,1028995,0,0:00,14,0,1,RW,3,Tristan Allard,,324,Syracuse Crunch,away
0,0,,1028995,0,0:00,16,0,0,D,4,Steven Santini,,324,Syracuse Crunch,away
0,0,,1028995,0,0:00,18,0,-1,C,1,Reece Newkirk,,324,Syracuse Crunch,away
0,0,,1028995,0,0:00,20,0,0,LW,0,Cooper Flinton,,324,Syracuse Crunch,away
0,1,,1028995,0,0:00,21,0,-1,LW,3,Mitchell Chaffee,,324,Syracuse Crunch,away
0,0,,1028995,0,0:00,22,2,1,LW,2,Jakob Pelletier,,324,Syracuse Crunch,away
1,0,,1028995,0,0:00,23,0,0,D,1,Maxim Groshev,,324,Syracuse Crunch,away
0,1,,1028995,0,0:00,25,4,1,LW,3,Dylan Duke,,324,Syracuse Crunch,away
0,0,,1028995,0,0:00,28,0,-1,D,2,Jarred Tinordi,,324,Syracuse Crunch,away
0,0,,1028995,0,0:00,41,0,-1,RW,0,Spencer Kersten,,324,Syracuse Crunch,away
0,0,,1028995,0,0:00,63,0,0,C,3,Matthew Peca,,324,Syracuse Crunch,away
0,0,,1028995,0,0:00,75,0,-1,D,2,Matteo Pietroniro,,324,Syracuse Crunch,away
0,0,,1028995,0,0:00,79,0,-1,RW,0,Ethan Gauthier,,324,Syracuse Crunch,away
1,0,,1028995,0,0:00,80,0,0,RW,1,Nick Abruzzese,,324,Syracuse Crunch,away
0,0,,1028995,0,0:00,95,0,0,C,1,Gabriel Szturc,,324,Syracuse Crunch,away
0,0,0,1028995,1,38:37,31,0,0,G,,Brandon Halverson,9,324,Syracuse Crunch,away
0,0,3,1028995,1,20:00,32,0,0,G,,Jon Gillies,3,324,Syracuse Crunch,away
