a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
0,0,,1028846,0,0:00,5,0,0,D,2,Ian Mitchell,,324,Syracuse Crunch,home
0,0,,1028846,0,0:00,7,0,1,D,1,Simon Lundmark,,324,Syracuse Crunch,home
0,0,,1028846,0,0:00,8,0,0,D,0,Tommy Miller,,324,Syracuse Crunch,home
0,0,,1028846,0,0:00,9,15,-1,C,0,Ethan Czata,,324,Syracuse Crunch,home
0,0,,1028846,0,0:00,11,2,0,C,4,Lucas Mercuri,,324,Syracuse Crunch,home
0,0,,1028846,0,0:00,14,0,-1,RW,2,Tristan Allard,,324,Syracuse Crunch,home
0,0,,1028846,0,0:00,18,0,-1,LW,0,Reece Newkirk,,324,Syracuse Crunch,home
0,0,,1028846,0,0:00,20,0,0,RW,0,Cooper Flinton,,324,Syracuse Crunch,home
0,0,,1028846,0,0:00,23,0,-1,D,1,Maxim Groshev,,324,Syracuse Crunch,home
1,0,,1028846,0,0:00,25,0,2,LW,4,Dylan Duke,,324,Syracuse Crunch,home
0,1,,1028846,0,0:00,28,0,2,D,1,Jarred Tinordi,,324,Syracuse Crunch,home
0,0,,1028846,0,0:00,42,0,-1,D,1,Ethan Samson,,324,Syracuse Crunch,home
0,0,,1028846,0,0:00,44,0,0,LW,0,Noah Steen,,324,Syracuse Crunch,home
1,1,,1028846,0,0:00,63,0,1,C,1,Matthew Peca,,324,Syracuse Crunch,home
0,0,,1028846,0,0:00,75,0,-1,D,1,Matteo Pietroniro,,324,Syracuse Crunch,home
2,0,,1028846,0,0:00,80,0,2,RW,0,Nick Abruzzese,,324,Syracuse Crunch,home
0,0,,1028846,0,0:00,84,5,-1,LW,1,Max Grondin,,324,Syracuse Crunch,home
0,0,,1028846,0,0:00,95,0,-1,C,0,Gabriel Szturc,,324,Syracuse Crunch,home
0,0,3,1028846,1,59:36,31,0,0,G,,Brandon Halverson,15,324,Syracuse Crunch,home
0,0,0,1028846,1,,35,0,0,G,,Harrison Meneghin,0,324,Syracuse Crunch,home
0,0,,1028846,0,0:00,7,0,1,C,0,Jake Leschyshyn,,323,Rochester Americans,away
0,0,,1028846,0,0:00,8,0,0,LW,0,Jagger Joshua,,323,Rochester Americans,away
0,0,,1028846,0,0:00,15,0,0,D,4,Gavin Bayreuther,,323,Rochester Americans,away
0,0,,1028846,0,0:00,16,2,0,LW,0,Trevor Kuntar,,323,Rochester Americans,away
0,0,,1028846,0,0:00,17,0,0,C,0,Red Savage,,323,Rochester Americans,away
0,0,,1028846,0,0:00,18,0,-1,D,0,Maxim Štrbák,,323,Rochester Americans,away
0,0,,1028846,0,0:00,19,0,1,LW,0,Graham Slaggert,,323,Rochester Americans,away
0,2,,1028846,0,0:00,20,0,1,RW,3,Olivier Nadeau,,323,Rochester Americans,away
1,0,,1028846,0,0:00,24,0,-2,LW,0,Anton Wahlberg,,323,Rochester Americans,away
0,0,,1028846,0,0:00,36,0,1,D,3,Noah Laaouan,,323,Rochester Americans,away
0,1,,1028846,0,0:00,37,0,1,RW,2,Christopher Douglas,,323,Rochester Americans,away
1,0,,1028846,0,0:00,39,0,1,D,1,Zac Jones,,323,Rochester Americans,away
0,0,,1028846,0,0:00,45,0,1,RW,0,Brendan Warren,,323,Rochester Americans,away
0,0,,1028846,0,0:00,58,0,-1,D,1,Isaac Belliveau,,323,Rochester Americans,away
0,0,,1028846,0,0:00,72,2,1,RW,1,Carson Meyer,,323,Rochester Americans,away
0,0,,1028846,0,0:00,73,0,-2,C,0,Matteo Costantini,,323,Rochester Americans,away
0,0,,1028846,0,0:00,83,7,0,D,2,Vsevolod Komarov,,323,Rochester Americans,away
1,0,,1028846,0,0:00,91,0,-2,C,1,Konsta Helenius,,323,Rochester Americans,away
0,0,2,1028846,1,60:00,27,0,0,G,,Devon Levi,17,323,Rochester Americans,away
0,0,0,1028846,1,,33,0,0,G,,Scott Ratzlaff,0,323,Rochester Americans,away
