game_id,event,period,time,shooter_id,shooter_first,shooter_last,shooter_team_id,goalie_id,goalie_first,goalie_last,is_goal,shot_quality,shot_type,x,y
1028551,shot,1,1:31,8922,Simon,Lundmark,324,10088,Cooper,Black,False,Non quality on net,Default,195,56
1028551,shot,1,1:53,9693,Brendan,Furry,324,10088,Cooper,Black,False,Quality on net,Default,91,81
1028551,shot,1,2:18,10526,Cooper,Flinton,324,10088,Cooper,Black,False,Quality on net,Default,132,101
1028551,shot,1,3:22,10056,Ben,Steeves,384,6535,Brandon,Halverson,False,Non quality on net,Default,420,50
1028551,shot,1,3:23,8011,MacKenzie,Entwistle,384,6535,Brandon,Halverson,False,Quality on net,Default,537,126
1028551,shot,1,4:40,9220,Nate,Smith,384,6535,Brandon,Halverson,False,Non quality on net,Default,123,267
1028551,shot,1,6:01,9347,Michael,Milne,324,10088,Cooper,Black,False,Non quality on net,Default,169,237
1028551,shot,1,6:41,9990,Wilmer,Skoog,384,6535,Brandon,Halverson,False,Non quality on net,Default,449,89
1028551,shot,1,6:44,9990,Wilmer,Skoog,384,6535,Brandon,Halverson,False,Quality on net,Default,507,180
1028551,shot,1,9:44,9901,Gabriel,Szturc,324,10088,Cooper,Black,True,Quality goal,Default,131,159
1028551,goal,1,9:44,9901,Gabriel,Szturc,,,,,,,,131,159
1028551,shot,1,11:30,8744,Jakob,Pelletier,324,10088,Cooper,Black,False,Non quality on net,Default,117,63
1028551,shot,1,12:26,10582,Eamon,Powell,384,6535,Brandon,Halverson,False,Non quality on net,Default,424,222
1028551,shot,1,13:56,9754,Tristan,Allard,324,10088,Cooper,Black,False,Non quality on net,Default,160,82
1028551,shot,1,14:22,10566,Lucas,Mercuri,324,10088,Cooper,Black,True,Quality goal,Default,81,132
1028551,goal,1,14:22,10566,Lucas,Mercuri,,,,,,,,81,132
1028551,shot,1,16:03,7106,Jack,Studnicka,384,6535,Brandon,Halverson,False,Quality on net,Default,520,117
1028551,shot,1,16:08,7149,Noah,Gregor,384,6535,Brandon,Halverson,False,Non quality on net,Default,399,28
1028551,shot,1,17:12,10148,Dylan,Duke,324,10088,Cooper,Black,False,Non quality on net,Default,154,172
1028551,shot,1,18:05,9202,Conor,Geekie,324,10088,Cooper,Black,False,Quality on net,Default,486,145
1028551,shot,1,18:42,7106,Jack,Studnicka,384,6535,Brandon,Halverson,False,Non quality on net,Default,513,53
1028551,shot,1,19:05,6522,Steven,Santini,324,10088,Cooper,Black,False,Non quality on net,Default,201,45
1028551,shot,2,0:26,10607,Ethan,Gauthier,324,10088,Cooper,Black,True,Quality goal,Default,93,195
1028551,goal,2,0:26,10607,Ethan,Gauthier,,,,,,,,93,195
1028551,shot,2,1:11,10566,Lucas,Mercuri,324,10088,Cooper,Black,False,Non quality on net,Default,49,121
1028551,shot,2,1:12,10566,Lucas,Mercuri,324,10088,Cooper,Black,False,Quality on net,Default,51,161
1028551,shot,2,1:13,10566,Lucas,Mercuri,324,10088,Cooper,Black,False,Quality on net,Default,64,149
1028551,shot,2,2:36,8584,Wyatt,Newpower,324,10088,Cooper,Black,False,Non quality on net,Default,159,70
1028551,shot,2,3:03,10615,Jack,Devine,384,6535,Brandon,Halverson,False,Non quality on net,Default,445,148
1028551,shot,2,4:36,10566,Lucas,Mercuri,324,10088,Cooper,Black,False,Non quality on net,Default,134,235
